
Thread,Function,Start,Finish,Duration
P#1T#0,MPI_Barrier,25488970,25736076,247106
P#3T#0,main,25729698,25736904,7206
P#0T#0,MPI_Barrier,25728983,25737660,8677
P#2T#0,main,25733547,25746215,12668
P#1T#0,main,25736076,25746368,10292
P#0T#0,main,25737660,25748712,11052
P#0T#0,MPI_Send,25748712,25759252,10540
P#1T#0,MPI_Recv,25746368,25763098,16730
P#0T#0,main,25759252,25764747,5495
P#1T#0,main,25763098,25867301,104203
P#1T#0,MPI_Send,25867301,25870852,3551
P#2T#0,MPI_Recv,25746215,25877243,131028
P#1T#0,main,25870852,25880632,9780
P#2T#0,main,25877243,25983136,105893
P#2T#0,MPI_Send,25983136,25988362,5226
P#3T#0,MPI_Recv,25736904,25994019,257115
P#2T#0,main,25988362,26001998,13636
P#3T#0,main,25994019,26097526,103507
P#3T#0,MPI_Send,26097526,26100774,3248
P#3T#0,main,26100774,26109642,8868
P#0T#0,MPI_Recv,25764747,26116553,351806
P#3T#0,MPI_Barrier,26109642,26129811,20169
P#0T#0,main,26116553,26130366,13813
P#2T#0,MPI_Barrier,26001998,26133125,131127
P#1T#0,MPI_Barrier,25880632,26134319,253687
P#3T#0,main,26129811,26135125,5314
P#0T#0,MPI_Barrier,26130366,26137925,7559
P#1T#0,main,26134319,26139571,5252
P#2T#0,main,26133125,26142267,9142
P#0T#0,main,26137925,26146695,8770
P#1T#0,MPI_Recv,26139571,26150598,11027
P#0T#0,MPI_Send,26146695,26151335,4640
P#0T#0,main,26151335,26156284,4949
P#1T#0,main,26150598,26253630,103032
P#1T#0,MPI_Send,26253630,26256741,3111
P#2T#0,MPI_Recv,26142267,26257561,115294
P#1T#0,main,26256741,26263327,6586
P#2T#0,main,26257561,26362565,105004
P#2T#0,MPI_Send,26362565,26366969,4404
P#3T#0,MPI_Recv,26135125,26367535,232410
P#2T#0,main,26366969,26377754,10785
P#3T#0,main,26367535,26470498,102963
P#3T#0,MPI_Send,26470498,26473490,2992
P#3T#0,main,26473490,26479941,6451
P#0T#0,MPI_Recv,26156284,26484653,328369
P#3T#0,MPI_Barrier,26479941,26493575,13634
P#0T#0,main,26484653,26494756,10103
P#2T#0,MPI_Barrier,26377754,26496547,118793
P#1T#0,MPI_Barrier,26263327,26498122,234795
P#3T#0,main,26493575,26498624,5049
P#0T#0,MPI_Barrier,26494756,26501834,7078
P#1T#0,main,26498122,26503204,5082
P#2T#0,main,26496547,26505079,8532
P#0T#0,main,26501834,26510313,8479
P#1T#0,MPI_Recv,26503204,26514182,10978
P#0T#0,MPI_Send,26510313,26514886,4573
P#0T#0,main,26514886,26519663,4777
P#1T#0,main,26514182,26617273,103091
P#1T#0,MPI_Send,26617273,26619881,2608
P#2T#0,MPI_Recv,26505079,26620786,115707
P#1T#0,main,26619881,26625982,6101
P#2T#0,main,26620786,26726077,105291
P#2T#0,MPI_Send,26726077,26730901,4824
P#3T#0,MPI_Recv,26498624,26731408,232784
P#2T#0,main,26730901,26741612,10711
P#3T#0,main,26731408,26835790,104382
P#3T#0,MPI_Send,26835790,26865854,30064
P#0T#0,MPI_Recv,26519663,26896159,376496
P#3T#0,main,26865854,26939713,73859
P#0T#0,main,26896159,26968033,71874
P#1T#0,MPI_Barrier,26625982,27008369,382387
P#3T#0,MPI_Barrier,26939713,27009139,69426
P#2T#0,MPI_Barrier,26741612,27017534,275922
P#0T#0,MPI_Barrier,26968033,27018566,50533
P#3T#0,main,27009139,27047168,38029
P#1T#0,main,27008369,27056406,48037
P#2T#0,main,27017534,27070915,53381
P#0T#0,main,27018566,27075727,57161
P#0T#0,MPI_Send,27075727,27080657,4930
P#1T#0,MPI_Recv,27056406,27081265,24859
P#0T#0,main,27080657,27086083,5426
P#1T#0,main,27081265,27186588,105323
P#1T#0,MPI_Send,27186588,27189752,3164
P#2T#0,MPI_Recv,27070915,27190465,119550
P#1T#0,main,27189752,27196431,6679
P#2T#0,main,27190465,27296017,105552
P#2T#0,MPI_Send,27296017,27301168,5151
P#3T#0,MPI_Recv,27047168,27305813,258645
P#2T#0,main,27301168,27312916,11748
P#3T#0,main,27305813,27411738,105925
P#3T#0,MPI_Send,27411738,27419345,7607
P#0T#0,MPI_Recv,27086083,27430815,344732
P#3T#0,main,27419345,27433734,14389
P#0T#0,main,27430815,27442365,11550
P#3T#0,MPI_Barrier,27433734,27443512,9778
P#2T#0,MPI_Barrier,27312916,27445210,132294
P#1T#0,MPI_Barrier,27196431,27447262,250831
P#0T#0,MPI_Barrier,27442365,27450407,8042
P#2T#0,main,27445210,27454853,9643
P#1T#0,main,27447262,27457444,10182
P#3T#0,main,27443512,27458347,14835
P#0T#0,main,27450407,27460050,9643
P#0T#0,MPI_Send,27460050,27465152,5102
P#1T#0,MPI_Recv,27457444,27467660,10216
P#0T#0,main,27465152,27470685,5533
P#1T#0,main,27467660,27571031,103371
P#1T#0,MPI_Send,27571031,27574932,3901
P#2T#0,MPI_Recv,27454853,27581413,126560
P#1T#0,main,27574932,27582168,7236
P#2T#0,main,27581413,27687230,105817
P#2T#0,MPI_Send,27687230,27692690,5460
P#2T#0,main,27692690,27704643,11953
P#3T#0,MPI_Recv,27458347,27710184,251837
P#3T#0,main,27710184,27817263,107079
P#3T#0,MPI_Send,27817263,27823170,5907
P#3T#0,main,27823170,27835354,12184
P#0T#0,MPI_Recv,27470685,27840181,369496
P#0T#0,main,27840181,27852596,12415
P#3T#0,MPI_Barrier,27835354,27852776,17422
P#2T#0,MPI_Barrier,27704643,27855518,150875
P#1T#0,MPI_Barrier,27582168,27856989,274821
P#3T#0,main,27852776,27858924,6148
P#0T#0,MPI_Barrier,27852596,27861006,8410
P#1T#0,main,27856989,27862517,5528
P#2T#0,main,27855518,27865278,9760
P#0T#0,main,27861006,27870808,9802
P#1T#0,MPI_Recv,27862517,27880098,17581
P#0T#0,MPI_Send,27870808,27880425,9617
P#0T#0,main,27880425,27885781,5356
P#1T#0,main,27880098,27983625,103527
P#1T#0,MPI_Send,27983625,27986562,2937
P#2T#0,MPI_Recv,27865278,27987671,122393
P#1T#0,main,27986562,27993290,6728
P#2T#0,main,27987671,28093171,105500
P#2T#0,MPI_Send,28093171,28098227,5056
P#3T#0,MPI_Recv,27858924,28099564,240640
P#2T#0,main,28098227,28110749,12522
P#3T#0,main,28099564,28203026,103462
P#3T#0,MPI_Send,28203026,28206077,3051
P#3T#0,main,28206077,28213159,7082
P#0T#0,MPI_Recv,27885781,28217588,331807
P#3T#0,MPI_Barrier,28213159,28229249,16090
P#0T#0,main,28217588,28229271,11683
P#2T#0,MPI_Barrier,28110749,28232192,121443
P#1T#0,MPI_Barrier,27993290,28233654,240364
P#3T#0,main,28229249,28234750,5501
P#0T#0,MPI_Barrier,28229271,28237416,8145
P#1T#0,main,28233654,28239292,5638
P#2T#0,main,28232192,28241763,9571
P#0T#0,main,28237416,28247044,9628
P#1T#0,MPI_Recv,28239292,28251662,12370
P#0T#0,MPI_Send,28247044,28252182,5138
P#0T#0,main,28252182,28257488,5306
P#1T#0,main,28251662,28355382,103720
P#1T#0,MPI_Send,28355382,28370213,14831
P#2T#0,MPI_Recv,28241763,28372435,130672
P#1T#0,main,28370213,28384846,14633
P#2T#0,main,28372435,28479460,107025
P#2T#0,MPI_Send,28479460,28485411,5951
P#2T#0,main,28485411,28500243,14832
P#3T#0,MPI_Recv,28234750,28506772,272022
P#3T#0,main,28506772,28611298,104526
P#3T#0,MPI_Send,28611298,28615633,4335
P#3T#0,main,28615633,28624850,9217
P#0T#0,MPI_Recv,28257488,28627807,370319
P#0T#0,main,28627807,28642080,14273
P#3T#0,MPI_Barrier,28624850,28643511,18661
P#2T#0,MPI_Barrier,28500243,28646846,146603
P#1T#0,MPI_Barrier,28384846,28648530,263684
P#3T#0,main,28643511,28650577,7066
P#0T#0,MPI_Barrier,28642080,28651765,9685
P#1T#0,main,28648530,28656403,7873
P#2T#0,main,28646846,28658934,12088
P#0T#0,main,28651765,28663965,12200
P#0T#0,MPI_Send,28663965,28670519,6554
P#1T#0,MPI_Recv,28656403,28671046,14643
P#0T#0,main,28670519,28677193,6674
P#1T#0,main,28671046,28774856,103810
P#1T#0,MPI_Send,28774856,28779030,4174
P#2T#0,MPI_Recv,28658934,28781133,122199
P#1T#0,main,28779030,28787220,8190
P#2T#0,main,28781133,28887989,106856
P#2T#0,MPI_Send,28887989,28893997,6008
P#3T#0,MPI_Recv,28650577,28895242,244665
P#2T#0,main,28893997,28908195,14198
P#3T#0,main,28895242,28998765,103523
P#3T#0,MPI_Send,28998765,29003575,4810
P#3T#0,main,29003575,29011407,7832
P#0T#0,MPI_Recv,28677193,29015701,338508
P#0T#0,main,29015701,29029147,13446
P#3T#0,MPI_Barrier,29011407,29030035,18628
P#2T#0,MPI_Barrier,28908195,29033567,125372
P#1T#0,MPI_Barrier,28787220,29034810,247590
P#0T#0,MPI_Barrier,29029147,29038985,9838
