
Thread,Function,Start,Finish,Duration
P#19T#0,MPI_Recv,2836089575,3072033592,235944017
P#19T#0,main,3072033592,3072199054,165462
P#19T#0,MPI_Send,3072199054,3072207171,8117
P#19T#0,main,3072207171,3072237346,30175
P#20T#0,MPI_Recv,2844124020,3112021081,267897061
P#20T#0,main,3112021081,3112140554,119473
P#20T#0,MPI_Send,3112140554,3112151305,10751
P#20T#0,main,3112151305,3112183394,32089
P#23T#0,MPI_Recv,2796238439,3120160946,323922507
P#23T#0,main,3120160946,3120278678,117732
P#23T#0,MPI_Send,3120278678,3120287816,9138
P#23T#0,main,3120287816,3120315821,28005
P#21T#0,MPI_Recv,2848157300,3144000466,295843166
P#21T#0,main,3144000466,3144117876,117410
P#21T#0,MPI_Send,3144117876,3144127430,9554
P#21T#0,main,3144127430,3144156585,29155
P#22T#0,MPI_Recv,2848044977,3148009233,299964256
P#22T#0,main,3148009233,3148126009,116776
P#22T#0,MPI_Send,3148126009,3148134044,8035
P#22T#0,main,3148134044,3148163015,28971
P#25T#0,MPI_Recv,2804325737,3148348792,344023055
P#25T#0,main,3148348792,3148468822,120030
P#25T#0,MPI_Send,3148468822,3148481212,12390
P#25T#0,main,3148481212,3148511568,30356
P#26T#0,MPI_Recv,2820218411,3158618517,338400106
P#26T#0,main,3158618517,3158736159,117642
P#26T#0,MPI_Send,3158736159,3158745559,9400
P#26T#0,main,3158745559,3158772369,26810
P#24T#0,MPI_Recv,2824124297,3164012146,339887849
P#24T#0,main,3164012146,3164186737,174591
P#24T#0,MPI_Send,3164186737,3164229691,42954
P#24T#0,main,3164229691,3164346443,116752
P#27T#0,MPI_Recv,2816076074,3192061763,375985689
P#27T#0,main,3192061763,3192241026,179263
P#27T#0,MPI_Send,3192241026,3192276076,35050
P#27T#0,main,3192276076,3192310812,34736
P#29T#0,MPI_Recv,2872114871,3216001244,343886373
P#29T#0,main,3216001244,3216120239,118995
P#29T#0,MPI_Send,3216120239,3216160192,39953
P#28T#0,MPI_Recv,2824162092,3216247696,392085604
P#29T#0,main,3216160192,3216285830,125638
P#28T#0,main,3216247696,3216363682,115986
P#28T#0,MPI_Send,3216363682,3216372744,9062
P#28T#0,main,3216372744,3216400177,27433
P#30T#0,MPI_Recv,2832018568,3224215184,392196616
P#30T#0,main,3224215184,3224332122,116938
P#30T#0,MPI_Send,3224332122,3224341969,9847
P#31T#0,MPI_Recv,2820084743,3224342332,404257589
P#30T#0,main,3224341969,3224372163,30194
P#31T#0,main,3224342332,3224459634,117302
P#31T#0,MPI_Send,3224459634,3224468028,8394
P#31T#0,main,3224468028,3224495239,27211
P#23T#0,MPI_Barrier,3120315821,3229722450,109406629
P#23T#0,main,3229722450,3229747201,24751
P#11T#0,MPI_Barrier,2908396745,3230887575,322490830
P#11T#0,main,3230887575,3230918243,30668
P#27T#0,MPI_Barrier,3192310812,3236002510,43691698
P#27T#0,main,3236002510,3236122074,119564
P#15T#0,MPI_Barrier,3008292671,3237647013,229354342
P#15T#0,main,3237647013,3237673288,26275
P#25T#0,MPI_Barrier,3148511568,3238896754,90385186
P#25T#0,main,3238896754,3238927816,31062
P#13T#0,MPI_Barrier,2932333507,3240012733,307679226
P#13T#0,main,3240012733,3240041631,28898
P#12T#0,MPI_Barrier,2932181609,3244025073,311843464
P#12T#0,main,3244025073,3244136553,111480
P#26T#0,MPI_Barrier,3158772369,3246908484,88136115
P#26T#0,main,3246908484,3246936479,27995
P#31T#0,MPI_Barrier,3224495239,3247956451,23461212
P#28T#0,MPI_Barrier,3216400177,3248049964,31649787
P#31T#0,main,3247956451,3248074531,118080
P#28T#0,main,3248049964,3248150805,100841
P#7T#0,MPI_Barrier,2866898641,3252027237,385128596
P#7T#0,main,3252027237,3252141588,114351
P#1T#0,MPI_Barrier,2828398557,3254866696,426468139
P#1T#0,main,3254866696,3254894544,27848
P#1T#0,MPI_Recv,3254894544,3254909324,14780
P#1T#0,main,3254909324,3255027250,117926
P#1T#0,MPI_Send,3255027250,3255034910,7660
P#1T#0,main,3255034910,3255052135,17225
P#24T#0,MPI_Barrier,3164346443,3256005976,91659533
P#24T#0,main,3256005976,3256028142,22166
P#30T#0,MPI_Barrier,3224372163,3257447936,33075773
P#30T#0,main,3257447936,3257473154,25218
P#29T#0,MPI_Barrier,3216285830,3259571189,43285359
P#29T#0,main,3259571189,3259597935,26746
P#14T#0,MPI_Barrier,2996170686,3259980823,263810137
P#5T#0,MPI_Barrier,2860337838,3260001000,399663162
P#14T#0,main,3259980823,3260100295,119472
P#5T#0,main,3260001000,3260119283,118283
P#4T#0,MPI_Barrier,2860223279,3262825262,402601983
P#4T#0,main,3262825262,3262853311,28049
P#19T#0,MPI_Barrier,3072237346,3267999004,195761658
P#22T#0,MPI_Barrier,3148163015,3268020378,119857363
P#19T#0,main,3267999004,3268024430,25426
P#22T#0,main,3268020378,3268052464,32086
P#17T#0,MPI_Barrier,3056167644,3270853897,214686253
P#17T#0,main,3270853897,3270882533,28636
P#6T#0,MPI_Barrier,2876088953,3271919268,395830315
P#6T#0,main,3271919268,3271944568,25300
P#8T#0,MPI_Barrier,2900179135,3272008953,371829818
P#8T#0,main,3272008953,3272029717,20764
P#10T#0,MPI_Barrier,2938416074,3274202767,335786693
P#10T#0,main,3274202767,3274228523,25756
P#16T#0,MPI_Barrier,3052432007,3279978240,227546233
P#20T#0,MPI_Barrier,3112183394,3280000746,167817352
P#20T#0,main,3280000746,3280026400,25654
P#16T#0,main,3279978240,3280096987,118747
P#3T#0,MPI_Barrier,2882614487,3285375237,402760750
P#3T#0,main,3285375237,3285406783,31546
P#0T#0,MPI_Recv,2850926228,3285442979,434516751
P#0T#0,main,3285442979,3285494780,51801
P#0T#0,MPI_Barrier,3285494780,3285514420,19640
P#0T#0,main,3285514420,3285527529,13109
P#0T#0,MPI_Send,3285527529,3285536686,9157
P#0T#0,main,3285536686,3285543005,6319
P#18T#0,MPI_Barrier,3070766172,3287974693,217208521
P#18T#0,main,3287974693,3288006820,32127
P#21T#0,MPI_Barrier,3144156585,3300009545,155852960
P#21T#0,main,3300009545,3300046132,36587
P#4T#0,MPI_Recv,3262853311,3308122280,45268969
P#4T#0,main,3308122280,3308238589,116309
P#4T#0,MPI_Send,3308238589,3308248821,10232
P#4T#0,main,3308248821,3308272329,23508
P#2T#0,MPI_Barrier,2879059003,3314289011,435230008
P#2T#0,main,3314289011,3314317117,28106
P#2T#0,MPI_Recv,3314317117,3314345124,28007
P#2T#0,main,3314345124,3314452446,107322
P#2T#0,MPI_Send,3314452446,3314459952,7506
P#2T#0,main,3314459952,3314474555,14603
P#9T#0,MPI_Barrier,2924202632,3320029100,395826468
P#9T#0,main,3320029100,3320064651,35551
P#3T#0,MPI_Recv,3285406783,3330513685,45106902
P#3T#0,main,3330513685,3330627871,114186
P#3T#0,MPI_Send,3330627871,3330636943,9072
P#3T#0,main,3330636943,3330661393,24450
P#5T#0,MPI_Recv,3260119283,3332042124,71922841
P#5T#0,main,3332042124,3332160542,118418
P#5T#0,MPI_Send,3332160542,3332172515,11973
P#5T#0,main,3332172515,3332199063,26548
P#7T#0,MPI_Recv,3252141588,3348023968,95882380
P#7T#0,main,3348023968,3348140598,116630
P#7T#0,MPI_Send,3348140598,3348152929,12331
P#7T#0,main,3348152929,3348181138,28209
P#6T#0,MPI_Recv,3271944568,3351658795,79714227
P#6T#0,main,3351658795,3351773900,115105
P#6T#0,MPI_Send,3351773900,3351784995,11095
P#6T#0,main,3351784995,3351811829,26834
P#8T#0,MPI_Recv,3272029717,3372200432,100170715
P#8T#0,main,3372200432,3372316209,115777
P#8T#0,MPI_Send,3372316209,3372326745,10536
P#8T#0,main,3372326745,3372352178,25433
P#11T#0,MPI_Recv,3230918243,3376178703,145260460
P#11T#0,main,3376178703,3376292171,113468
P#11T#0,MPI_Send,3376292171,3376301386,9215
P#11T#0,main,3376301386,3376324314,22928
P#9T#0,MPI_Recv,3320064651,3388038189,67973538
P#9T#0,main,3388038189,3388197149,158960
P#9T#0,MPI_Send,3388197149,3388207765,10616
P#9T#0,main,3388207765,3388233172,25407
P#10T#0,MPI_Recv,3274228523,3406232418,132003895
P#10T#0,main,3406232418,3406344089,111671
P#10T#0,MPI_Send,3406344089,3406352378,8289
P#10T#0,main,3406352378,3406375032,22654
P#13T#0,MPI_Recv,3240041631,3408061423,168019792
P#13T#0,main,3408061423,3408218298,156875
P#13T#0,MPI_Send,3408218298,3408229201,10903
P#13T#0,main,3408229201,3408257005,27804
P#12T#0,MPI_Recv,3244136553,3417314465,173177912
P#12T#0,main,3417314465,3417429466,115001
P#12T#0,MPI_Send,3417429466,3417448544,19078
P#12T#0,main,3417448544,3417475092,26548
P#15T#0,MPI_Recv,3237673288,3444031244,206357956
P#15T#0,main,3444031244,3444145874,114630
P#15T#0,MPI_Send,3444145874,3444155313,9439
P#15T#0,main,3444155313,3444180403,25090
P#14T#0,MPI_Recv,3260100295,3447991118,187890823
P#14T#0,main,3447991118,3448104640,113522
P#14T#0,MPI_Send,3448104640,3448114040,9400
P#14T#0,main,3448114040,3448139523,25483
P#16T#0,MPI_Recv,3280096987,3504000753,223903766
P#16T#0,main,3504000753,3504122950,122197
P#16T#0,MPI_Send,3504122950,3504136325,13375
P#16T#0,main,3504136325,3504173728,37403
P#17T#0,MPI_Recv,3270882533,3524024258,253141725
P#17T#0,main,3524024258,3524180037,155779
P#17T#0,MPI_Send,3524180037,3524191542,11505
P#17T#0,main,3524191542,3524220699,29157
P#18T#0,MPI_Recv,3288006820,3527964419,239957599
P#18T#0,main,3527964419,3528077306,112887
P#18T#0,MPI_Send,3528077306,3528088479,11173
P#18T#0,main,3528088479,3528119452,30973
P#19T#0,MPI_Recv,3268024430,3531378338,263353908
P#19T#0,main,3531378338,3531491365,113027
P#19T#0,MPI_Send,3531491365,3531501789,10424
P#19T#0,main,3531501789,3531527517,25728
P#20T#0,MPI_Recv,3280026400,3544003785,263977385
P#23T#0,MPI_Recv,3229747201,3544012439,314265238
P#20T#0,main,3544003785,3544120054,116269
P#23T#0,main,3544012439,3544126911,114472
P#23T#0,MPI_Send,3544126911,3544136363,9452
P#23T#0,main,3544136363,3544160370,24007
P#20T#0,MPI_Send,3544120054,3544160925,40871
P#20T#0,main,3544160925,3544216866,55941
P#21T#0,MPI_Recv,3300046132,3566461143,266415011
P#21T#0,main,3566461143,3566576727,115584
P#21T#0,MPI_Send,3566576727,3566587001,10274
P#21T#0,main,3566587001,3566626436,39435
P#22T#0,MPI_Recv,3268052464,3568007402,299954938
P#22T#0,main,3568007402,3568122294,114892
P#22T#0,MPI_Send,3568122294,3568132781,10487
P#22T#0,main,3568132781,3568155323,22542
P#25T#0,MPI_Recv,3238927816,3568156586,329228770
P#25T#0,main,3568156586,3568270548,113962
P#25T#0,MPI_Send,3568270548,3568279857,9309
P#25T#0,main,3568279857,3568303717,23860
P#27T#0,MPI_Recv,3236122074,3571121036,334998962
P#27T#0,main,3571121036,3571236467,115431
P#27T#0,MPI_Send,3571236467,3571247206,10739
P#27T#0,main,3571247206,3571274234,27028
P#26T#0,MPI_Recv,3246936479,3576290064,329353585
P#26T#0,main,3576290064,3576404135,114071
P#26T#0,MPI_Send,3576404135,3576412253,8118
P#26T#0,main,3576412253,3576433758,21505
P#29T#0,MPI_Recv,3259597935,3583999071,324401136
P#24T#0,MPI_Recv,3256028142,3584001742,327973600
P#29T#0,main,3583999071,3584112206,113135
P#24T#0,main,3584001742,3584115171,113429
P#29T#0,MPI_Send,3584112206,3584120093,7887
P#24T#0,MPI_Send,3584115171,3584122980,7809
P#29T#0,main,3584120093,3584141667,21574
P#24T#0,main,3584122980,3584144452,21472
P#28T#0,MPI_Recv,3248150805,3586939435,338788630
P#28T#0,main,3586939435,3587052349,112914
P#28T#0,MPI_Send,3587052349,3587061409,9060
P#28T#0,main,3587061409,3587085557,24148
P#30T#0,MPI_Recv,3257473154,3608015916,350542762
P#30T#0,main,3608015916,3608130849,114933
P#30T#0,MPI_Send,3608130849,3608142484,11635
P#30T#0,main,3608142484,3608170761,28277
P#31T#0,MPI_Recv,3248074531,3611998639,363924108
P#31T#0,main,3611998639,3612112589,113950
P#31T#0,MPI_Send,3612112589,3612121024,8435
P#31T#0,main,3612121024,3612145135,24111
P#13T#0,MPI_Barrier,3408257005,3623869722,215612717
P#13T#0,main,3623869722,3623899397,29675
P#11T#0,MPI_Barrier,3376324314,3628108393,251784079
P#11T#0,main,3628108393,3628133775,25382
P#23T#0,MPI_Barrier,3544160370,3632007026,87846656
P#23T#0,main,3632007026,3632104920,97894
P#14T#0,MPI_Barrier,3448139523,3635995076,187855553
P#14T#0,main,3635995076,3636030341,35265
P#25T#0,MPI_Barrier,3568303717,3636117561,67813844
P#25T#0,main,3636117561,3636150676,33115
P#12T#0,MPI_Barrier,3417475092,3639997761,222522669
P#15T#0,MPI_Barrier,3444180403,3640005044,195824641
P#15T#0,main,3640005044,3640029412,24368
P#28T#0,MPI_Barrier,3587085557,3640105022,53019465
P#12T#0,main,3639997761,3640121615,123854
P#28T#0,main,3640105022,3640136480,31458
P#22T#0,MPI_Barrier,3568155323,3652025969,83870646
P#22T#0,main,3652025969,3652060073,34104
P#1T#0,MPI_Barrier,3255052135,3652088065,397035930
P#1T#0,main,3652088065,3652112293,24228
P#1T#0,MPI_Recv,3652112293,3652125727,13434
P#1T#0,main,3652125727,3652232341,106614
P#1T#0,MPI_Send,3652232341,3652239114,6773
P#1T#0,main,3652239114,3652253633,14519
P#7T#0,MPI_Barrier,3348181138,3655993075,307811937
P#26T#0,MPI_Barrier,3576433758,3655995046,79561288
P#27T#0,MPI_Barrier,3571274234,3656038383,84764149
P#7T#0,main,3655993075,3656077348,84273
P#26T#0,main,3655995046,3656092436,97390
P#27T#0,main,3656038383,3656146515,108132
P#4T#0,MPI_Barrier,3308272329,3660041447,351769118
P#4T#0,main,3660041447,3660067743,26296
P#30T#0,MPI_Barrier,3608170761,3663988053,55817292
P#5T#0,MPI_Barrier,3332199063,3664002338,331803275
P#24T#0,MPI_Barrier,3584144452,3664013631,79869179
P#5T#0,main,3664002338,3664030382,28044
P#21T#0,MPI_Barrier,3566626436,3664093740,97467304
P#19T#0,MPI_Barrier,3531527517,3664101417,132573900
P#30T#0,main,3663988053,3664109198,121145
P#21T#0,main,3664093740,3664119370,25630
P#19T#0,main,3664101417,3664131694,30277
P#24T#0,main,3664013631,3664138139,124508
P#31T#0,MPI_Barrier,3612145135,3668018513,55873378
P#31T#0,main,3668018513,3668131793,113280
P#8T#0,MPI_Barrier,3372352178,3672042955,299690777
P#8T#0,main,3672042955,3672078427,35472
P#6T#0,MPI_Barrier,3351811829,3675927499,324115670
P#6T#0,main,3675927499,3675956120,28621
P#18T#0,MPI_Barrier,3528119452,3675970388,147850936
P#16T#0,MPI_Barrier,3504173728,3675980106,171806378
P#16T#0,main,3675980106,3676080669,100563
P#18T#0,main,3675970388,3676088526,118138
P#10T#0,MPI_Barrier,3406375032,3676835267,270460235
P#10T#0,main,3676835267,3676862521,27254
P#20T#0,MPI_Barrier,3544216866,3680001653,135784787
P#20T#0,main,3680001653,3680028653,27000
P#0T#0,MPI_Recv,3285543005,3682673391,397130386
P#0T#0,main,3682673391,3682712931,39540
P#0T#0,MPI_Barrier,3682712931,3682731866,18935
P#0T#0,main,3682731866,3682744573,12707
P#0T#0,MPI_Send,3682744573,3682753214,8641
P#0T#0,main,3682753214,3682759270,6056
P#3T#0,MPI_Barrier,3330661393,3686507316,355845923
P#3T#0,main,3686507316,3686538401,31085
P#17T#0,MPI_Barrier,3524220699,3687982027,163761328
P#17T#0,main,3687982027,3688010778,28751
P#9T#0,MPI_Barrier,3388233172,3688040742,299807570
P#9T#0,main,3688040742,3688142914,102172
P#5T#0,MPI_Recv,3664030382,3696008645,31978263
P#29T#0,MPI_Barrier,3584141667,3696050690,111909023
P#29T#0,main,3696050690,3696079296,28606
P#5T#0,main,3696008645,3696120562,111917
P#5T#0,MPI_Send,3696120562,3696128475,7913
P#4T#0,MPI_Recv,3660067743,3696129396,36061653
P#5T#0,main,3696128475,3696150294,21819
P#4T#0,main,3696129396,3696245769,116373
P#4T#0,MPI_Send,3696245769,3696257769,12000
P#4T#0,main,3696257769,3696284959,27190
P#6T#0,MPI_Recv,3675956120,3704071529,28115409
P#6T#0,main,3704071529,3704186366,114837
P#6T#0,MPI_Send,3704186366,3704194861,8495
P#6T#0,main,3704194861,3704217410,22549
P#2T#0,MPI_Barrier,3314474555,3706689530,392214975
P#2T#0,main,3706689530,3706810711,121181
P#2T#0,MPI_Recv,3706810711,3706824887,14176
P#2T#0,main,3706824887,3706931454,106567
P#2T#0,MPI_Send,3706931454,3706938774,7320
P#2T#0,main,3706938774,3706953390,14616
P#3T#0,MPI_Recv,3686538401,3718516457,31978056
P#3T#0,main,3718516457,3718631766,115309
P#3T#0,MPI_Send,3718631766,3718643729,11963
P#3T#0,main,3718643729,3718674435,30706
P#7T#0,MPI_Recv,3656077348,3736014001,79936653
P#7T#0,main,3736014001,3736128169,114168
P#7T#0,MPI_Send,3736128169,3736138625,10456
P#7T#0,main,3736138625,3736164285,25660
P#8T#0,MPI_Recv,3672078427,3760182934,88104507
P#8T#0,main,3760182934,3760296379,113445
P#8T#0,MPI_Send,3760296379,3760305099,8720
P#8T#0,main,3760305099,3760328518,23419
P#9T#0,MPI_Recv,3688142914,3776028799,87885885
P#9T#0,main,3776028799,3776143066,114267
P#9T#0,MPI_Send,3776143066,3776152321,9255
P#11T#0,MPI_Recv,3628133775,3776173921,148040146
P#9T#0,main,3776152321,3776178727,26406
P#11T#0,main,3776173921,3776288981,115060
P#11T#0,MPI_Send,3776288981,3776298468,9487
P#11T#0,main,3776298468,3776322594,24126
P#13T#0,MPI_Recv,3623899397,3784006751,160107354
P#13T#0,main,3784006751,3784122069,115318
P#13T#0,MPI_Send,3784122069,3784131337,9268
P#13T#0,main,3784131337,3784153886,22549
P#12T#0,MPI_Recv,3640121615,3788086116,147964501
P#12T#0,main,3788086116,3788243106,156990
P#12T#0,MPI_Send,3788243106,3788256253,13147
P#12T#0,main,3788256253,3788285469,29216
P#15T#0,MPI_Recv,3640029412,3788304833,148275421
P#15T#0,main,3788304833,3788418475,113642
P#15T#0,MPI_Send,3788418475,3788426757,8282
P#15T#0,main,3788426757,3788448679,21922
P#14T#0,MPI_Recv,3636030341,3796133419,160103078
P#14T#0,main,3796133419,3796245333,111914
P#14T#0,MPI_Send,3796245333,3796253734,8401
P#14T#0,main,3796253734,3796276287,22553
P#10T#0,MPI_Recv,3676862521,3806218971,129356450
P#10T#0,main,3806218971,3806335841,116870
P#10T#0,MPI_Send,3806335841,3806346488,10647
P#10T#0,main,3806346488,3806374483,27995
P#16T#0,MPI_Recv,3676080669,3859991247,183910578
P#16T#0,main,3859991247,3860105347,114100
P#16T#0,MPI_Send,3860105347,3860117784,12437
P#16T#0,main,3860117784,3860144366,26582
P#17T#0,MPI_Recv,3688010778,3860812292,172801514
P#17T#0,main,3860812292,3860926365,114073
P#17T#0,MPI_Send,3860926365,3860935647,9282
P#17T#0,main,3860935647,3860960765,25118
P#18T#0,MPI_Recv,3676088526,3879970396,203881870
P#18T#0,main,3879970396,3880108790,138394
P#18T#0,MPI_Send,3880108790,3880153312,44522
P#18T#0,main,3880153312,3880261409,108097
P#19T#0,MPI_Recv,3664131694,3900032030,235900336
P#19T#0,main,3900032030,3900151866,119836
P#19T#0,MPI_Send,3900151866,3900196533,44667
P#19T#0,main,3900196533,3900224648,28115
P#20T#0,MPI_Recv,3680028653,3920093313,240064660
P#20T#0,main,3920093313,3920252175,158862
P#20T#0,MPI_Send,3920252175,3920262261,10086
P#20T#0,main,3920262261,3920286851,24590
P#21T#0,MPI_Recv,3664119370,3952043723,287924353
P#21T#0,main,3952043723,3952161349,117626
P#21T#0,MPI_Send,3952161349,3952173682,12333
P#21T#0,main,3952173682,3952202759,29077
P#22T#0,MPI_Recv,3652060073,3960039206,307979133
P#22T#0,main,3960039206,3960181912,142706
P#22T#0,MPI_Send,3960181912,3960220054,38142
P#22T#0,main,3960220054,3960320381,100327
P#23T#0,MPI_Recv,3632104920,3963449553,331344633
P#23T#0,main,3963449553,3963565147,115594
P#23T#0,MPI_Send,3963565147,3963578848,13701
P#23T#0,main,3963578848,3963607397,28549
P#25T#0,MPI_Recv,3636150676,3979756993,343606317
P#25T#0,main,3979756993,3979870083,113090
P#25T#0,MPI_Send,3979870083,3979878897,8814
P#25T#0,main,3979878897,3979900272,21375
P#27T#0,MPI_Recv,3656146515,3992024953,335878438
P#27T#0,main,3992024953,3992140860,115907
P#27T#0,MPI_Send,3992140860,3992149874,9014
P#27T#0,main,3992149874,3992173319,23445
P#24T#0,MPI_Recv,3664138139,3995603510,331465371
P#24T#0,main,3995603510,3995715027,111517
P#24T#0,MPI_Send,3995715027,3995723148,8121
P#24T#0,main,3995723148,3995746285,23137
P#26T#0,MPI_Recv,3656092436,3996006010,339913574
P#26T#0,main,3996006010,3996118897,112887
P#26T#0,MPI_Send,3996118897,3996127234,8337
P#26T#0,main,3996127234,3996150746,23512
P#28T#0,MPI_Recv,3640136480,4004173127,364036647
P#28T#0,main,4004173127,4004286335,113208
P#28T#0,MPI_Send,4004286335,4004294152,7817
P#28T#0,main,4004294152,4004316686,22534
P#29T#0,MPI_Recv,3696079296,4020091424,324012128
P#29T#0,main,4020091424,4020208286,116862
P#29T#0,MPI_Send,4020208286,4020219095,10809
P#29T#0,main,4020219095,4020248151,29056
P#13T#0,MPI_Barrier,3784153886,4031999073,247845187
P#13T#0,main,4031999073,4032089354,90281
P#30T#0,MPI_Recv,3664109198,4035988413,371879215
P#30T#0,main,4035988413,4036131389,142976
P#30T#0,MPI_Send,4036131389,4036176042,44653
P#11T#0,MPI_Barrier,3776322594,4036200148,259877554
P#11T#0,main,4036200148,4036229213,29065
P#30T#0,main,4036176042,4036288063,112021
P#31T#0,MPI_Recv,3668131793,4039953089,371821296
P#15T#0,MPI_Barrier,3788448679,4040000549,251551870
P#15T#0,main,4040000549,4040029029,28480
P#31T#0,main,4039953089,4040066956,113867
P#31T#0,MPI_Send,4040066956,4040075277,8321
P#31T#0,main,4040075277,4040096933,21656
P#25T#0,MPI_Barrier,3979900272,4044209753,64309481
P#25T#0,main,4044209753,4044238778,29025
P#14T#0,MPI_Barrier,3796276287,4047977506,251701219
P#14T#0,main,4047977506,4048004401,26895
P#28T#0,MPI_Barrier,4004316686,4048187809,43871123
P#28T#0,main,4048187809,4048209264,21455
P#29T#0,MPI_Barrier,4020248151,4051992289,31744138
P#12T#0,MPI_Barrier,3788285469,4052005936,263720467
P#29T#0,main,4051992289,4052013597,21308
P#12T#0,main,4052005936,4052037791,31855
P#26T#0,MPI_Barrier,3996150746,4052178737,56027991
P#26T#0,main,4052178737,4052204122,25385
P#27T#0,MPI_Barrier,3992173319,4055997768,63824449
P#27T#0,main,4055997768,4056077998,80230
P#23T#0,MPI_Barrier,3963607397,4059779634,96172237
P#23T#0,main,4059779634,4059805496,25862
P#7T#0,MPI_Barrier,3736164285,4059992724,323828439
P#7T#0,main,4059992724,4060018231,25507
P#30T#0,MPI_Barrier,4036288063,4063976599,27688536
P#1T#0,MPI_Barrier,3652253633,4063977600,411723967
P#30T#0,main,4063976599,4063994600,18001
P#1T#0,main,4063977600,4064085919,108319
P#1T#0,MPI_Recv,4064085919,4064150759,64840
P#1T#0,main,4064150759,4064287563,136804
P#1T#0,MPI_Send,4064287563,4064295095,7532
P#1T#0,main,4064295095,4064311152,16057
P#31T#0,MPI_Barrier,4040096933,4067951885,27854952
P#5T#0,MPI_Barrier,3696150294,4068014351,371864057
P#31T#0,main,4067951885,4068038328,86443
P#5T#0,main,4068014351,4068045918,31567
P#4T#0,MPI_Barrier,3696284959,4068139313,371854354
P#4T#0,main,4068139313,4068170251,30938
P#10T#0,MPI_Barrier,3806374483,4070199485,263825002
P#10T#0,main,4070199485,4070299211,99726
P#9T#0,MPI_Barrier,3776178727,4071997036,295818309
P#9T#0,main,4071997036,4072096218,99182
P#6T#0,MPI_Barrier,3704217410,4075929770,371712360
P#6T#0,main,4075929770,4075961324,31554
P#16T#0,MPI_Barrier,3860144366,4076179777,216035411
P#16T#0,main,4076179777,4076209149,29372
P#8T#0,MPI_Barrier,3760328518,4076211551,315883033
P#8T#0,main,4076211551,4076242471,30920
P#18T#0,MPI_Barrier,3880261409,4083961343,203699934
P#18T#0,main,4083961343,4083990030,28687
P#24T#0,MPI_Barrier,3995746285,4083997976,88251691
P#21T#0,MPI_Barrier,3952202759,4084005465,131802706
P#22T#0,MPI_Barrier,3960320381,4084011052,123690671
P#24T#0,main,4083997976,4084023084,25108
P#21T#0,main,4084005465,4084037182,31717
P#22T#0,main,4084011052,4084054174,43122
P#20T#0,MPI_Barrier,3920286851,4087999814,167712963
P#20T#0,main,4087999814,4088026727,26913
P#0T#0,MPI_Recv,3682759270,4090700117,407940847
P#0T#0,main,4090700117,4090807740,107623
P#0T#0,MPI_Barrier,4090807740,4090827596,19856
P#0T#0,main,4090827596,4090845820,18224
P#0T#0,MPI_Send,4090845820,4090855025,9205
P#0T#0,main,4090855025,4090861830,6805
P#3T#0,MPI_Barrier,3718674435,4094483500,375809065
P#3T#0,main,4094483500,4094580116,96616
P#17T#0,MPI_Barrier,3860960765,4095970307,235009542
P#19T#0,MPI_Barrier,3900224648,4095991121,195766473
P#5T#0,MPI_Recv,4068045918,4095992903,27946985
P#19T#0,main,4095991121,4096016920,25799
P#17T#0,main,4095970307,4096080842,110535
P#5T#0,main,4095992903,4096103815,110912
P#5T#0,MPI_Send,4096103815,4096110251,6436
P#5T#0,main,4096110251,4096128244,17993
P#4T#0,MPI_Recv,4068170251,4100105306,31935055
P#4T#0,main,4100105306,4100218213,112907
P#4T#0,MPI_Send,4100218213,4100227407,9194
P#4T#0,main,4100227407,4100250355,22948
P#6T#0,MPI_Recv,4075961324,4104040286,28078962
P#6T#0,main,4104040286,4104149256,108970
P#6T#0,MPI_Send,4104149256,4104155989,6733
P#6T#0,main,4104155989,4104173766,17777
P#2T#0,MPI_Barrier,3706953390,4106501926,399548536
P#2T#0,main,4106501926,4106525975,24049
P#2T#0,MPI_Recv,4106525975,4106538780,12805
P#2T#0,main,4106538780,4106646071,107291
P#2T#0,MPI_Send,4106646071,4106652994,6923
P#2T#0,main,4106652994,4106667358,14364
P#13T#0,MPI_Recv,4032089354,4108003302,75913948
P#13T#0,main,4108003302,4108126617,123315
P#13T#0,MPI_Send,4108126617,4108173375,46758
P#13T#0,main,4108173375,4108276603,103228
P#11T#0,MPI_Recv,4036229213,4112172556,75943343
P#11T#0,main,4112172556,4112288441,115885
P#11T#0,MPI_Send,4112288441,4112297998,9557
P#11T#0,main,4112297998,4112324325,26327
P#12T#0,MPI_Recv,4052037791,4116322918,64285127
P#12T#0,main,4116322918,4116439419,116501
P#12T#0,MPI_Send,4116439419,4116451696,12277
P#12T#0,main,4116451696,4116483174,31478
P#7T#0,MPI_Recv,4060018231,4120012330,59994099
P#7T#0,main,4120012330,4120128263,115933
P#7T#0,MPI_Send,4120128263,4120138691,10428
P#7T#0,main,4120138691,4120164858,26167
P#3T#0,MPI_Recv,4094580116,4122477960,27897844
P#3T#0,main,4122477960,4122620557,142597
P#3T#0,MPI_Send,4122620557,4122628443,7886
P#3T#0,main,4122628443,4122648303,19860
P#15T#0,MPI_Recv,4040029029,4128021569,87992540
P#15T#0,main,4128021569,4128138056,116487
P#15T#0,MPI_Send,4128138056,4128148126,10070
P#15T#0,main,4128148126,4128173725,25599
P#14T#0,MPI_Recv,4048004401,4131980843,83976442
P#14T#0,main,4131980843,4132095970,115127
P#14T#0,MPI_Send,4132095970,4132104426,8456
