,Thread,Function,Start,Finish,Duration,Depth
0, UserThread570868, Submitting task,334.00183,334.02324,0.02141,0.0
1, UserThread570868, Scheduling,334.0176,334.02275,0.00515,1.0
2, UserThread570868, Building task,334.02533,334.02601,0.00068,0.0
3, UserThread570868, Submitting task,334.02761,334.041271,0.013661,0.0
4, UserThread570868, Building task,334.043391,334.043981,0.00059,0.0
5, UserThread570868, Submitting task,334.045761,334.053211,0.00745,0.0
6, UserThread570868, Building task,334.055901,334.056471,0.00057,0.0
7, UserThread570868, Submitting task,334.057981,334.066381,0.0084,0.0
8, UserThread570868, Building task,334.068651,334.069441,0.00079,0.0
9, UserThread570868, Submitting task,334.070981,334.077611,0.00663,0.0
10, UserThread570868, Building task,334.079351,334.079921,0.00057,0.0
11, UserThread570868, Submitting task,334.081491,334.088062,0.006571,0.0
12, UserThread570868, Building task,334.089552,334.090112,0.00056,0.0
13, UserThread570868, Submitting task,334.091462,334.097772,0.00631,0.0
14, UserThread570868, Building task,334.099202,334.099772,0.00057,0.0
15, UserThread570868, Submitting task,334.101372,334.107452,0.00608,0.0
16, UserThread570868, Building task,334.109272,334.109842,0.00057,0.0
17, UserThread570868, Submitting task,334.111022,334.116312,0.00529,0.0
18, UserThread570868, Submitting task,334.123422,334.125872,0.00245,0.0
19, UserThread570868, Building task,334.128632,334.129212,0.00058,0.0
20, UserThread570868, Submitting task,334.131192,334.138313,0.007121,0.0
21, UserThread570868, Building task,334.141583,334.142353,0.00077,0.0
22, UserThread570868, Submitting task,334.144013,334.152653,0.00864,0.0
23, UserThread570868, Building task,334.154403,334.155013,0.00061,0.0
24, UserThread570868, Submitting task,334.156673,334.163083,0.00641,0.0
25, UserThread570868, Building task,334.164843,334.165453,0.00061,0.0
26, UserThread570868, Submitting task,334.166843,334.174213,0.00737,0.0
27, UserThread570868, Building task,334.176013,334.176623,0.00061,0.0
28, UserThread570868, Submitting task,334.177323,334.184894,0.007571,0.0
29, UserThread570868, Building task,334.185984,334.186594,0.00061,0.0
30, UserThread570868, Submitting task,334.187424,334.193894,0.00647,0.0
31, UserThread570868, Building task,334.195684,334.196304,0.00062,0.0
32, UserThread570868, Submitting task,334.197654,334.204694,0.00704,0.0
33, UserThread570868, Building task,334.206794,334.207394,0.0006,0.0
34, UserThread570868, Submitting task,334.208204,334.213854,0.00565,0.0
35, UserThread570868, Submitting task,334.220094,334.223634,0.00354,0.0
36, UserThread570868, Building task,334.224905,334.225495,0.00059,0.0
37, UserThread570868, Submitting task,334.227575,334.232095,0.00452,0.0
38, UserThread570868, Building task,334.234085,334.234695,0.00061,0.0
39, UserThread570868, Submitting task,334.236295,334.241855,0.00556,0.0
40, UserThread570868, Building task,334.243625,334.244235,0.00061,0.0
41, UserThread570868, Submitting task,334.246125,334.252195,0.00607,0.0
42, UserThread570868, Building task,334.253935,334.254535,0.0006,0.0
43, UserThread570868, Submitting task,334.256125,334.262415,0.00629,0.0
44, UserThread570868, Building task,334.264165,334.264865,0.0007,0.0
45, UserThread570868, Submitting task,334.266605,334.272076,0.005471,0.0
46, UserThread570868, Building task,334.275546,334.276156,0.00061,0.0
47, UserThread570868, Submitting task,334.277596,334.283726,0.00613,0.0
48, UserThread570868, Building task,334.285516,334.286116,0.0006,0.0
49, UserThread570868, Submitting task,334.287576,334.293336,0.00576,0.0
50, UserThread570868, Submitting task,334.297396,334.299886,0.00249,0.0
51, UserThread570868, Building task,334.301146,334.301736,0.00059,0.0
52, UserThread570868, Submitting task,334.302866,334.307946,0.00508,0.0
53, UserThread570868, Building task,334.309656,334.310266,0.00061,0.0
54, UserThread570868, Submitting task,334.311366,334.317116,0.00575,0.0
55, UserThread570868, Building task,334.318707,334.319317,0.00061,0.0
56, UserThread570868, Submitting task,334.320577,334.326807,0.00623,0.0
57, UserThread570868, Building task,334.328367,334.328967,0.0006,0.0
58, UserThread570868, Submitting task,334.330547,334.336617,0.00607,0.0
59, UserThread570868, Building task,334.338447,334.339047,0.0006,0.0
60, UserThread570868, Submitting task,334.340597,334.345877,0.00528,0.0
61, UserThread570868, Building task,334.348007,334.348607,0.0006,0.0
62, UserThread570868, Submitting task,334.350357,334.355757,0.0054,0.0
63, UserThread570868, Submitting task,334.362087,334.364748,0.002661,0.0
64, UserThread570868, Building task,334.366278,334.366898,0.00062,0.0
65, UserThread570868, Submitting task,334.368358,334.373198,0.00484,0.0
66, UserThread570868, Building task,334.375938,334.376548,0.00061,0.0
67, UserThread570868, Submitting task,334.378558,334.384298,0.00574,0.0
68, UserThread570868, Building task,334.385558,334.386178,0.00062,0.0
69, UserThread570868, Submitting task,334.388058,334.393658,0.0056,0.0
70, UserThread570868, Building task,334.395408,334.396008,0.0006,0.0
71, UserThread570868, Submitting task,334.397298,334.402778,0.00548,0.0
72, UserThread570868, Building task,334.404368,334.404968,0.0006,0.0
73, UserThread570868, Submitting task,334.406158,334.412259,0.006101,0.0
74, UserThread570868, Submitting task,334.417509,334.419919,0.00241,0.0
75, UserThread570868, Building task,334.421689,334.422289,0.0006,0.0
76, UserThread570868, Submitting task,334.423809,334.429539,0.00573,0.0
77, UserThread570868, Building task,334.431349,334.431949,0.0006,0.0
78, UserThread570868, Submitting task,334.433209,334.439509,0.0063,0.0
79, UserThread570868, Building task,334.440909,334.441509,0.0006,0.0
80, UserThread570868, Submitting task,334.442849,334.448479,0.00563,0.0
81, UserThread570868, Building task,334.450169,334.450769,0.0006,0.0
82, UserThread570868, Submitting task,334.452159,334.4582,0.006041,0.0
83, UserThread570868, Submitting task,334.46366,334.46578,0.00212,0.0
84, UserThread570868, Building task,334.46702,334.46761,0.00059,0.0
85, UserThread570868, Submitting task,334.46893,334.47353,0.0046,0.0
86, UserThread570868, Building task,334.47529,334.4759,0.00061,0.0
87, UserThread570868, Submitting task,334.47682,334.48286,0.00604,0.0
88, UserThread570868, Building task,334.48389,334.48463,0.00074,0.0
89, UserThread570868, Submitting task,334.48553,334.49098,0.00545,0.0
90, UserThread570868, Submitting task,334.49576,334.49849,0.00273,0.0
91, UserThread570868, Building task,334.50042,334.50101,0.00059,0.0
92, UserThread570868, Submitting task,334.50234,334.506831,0.004491,0.0
93, UserThread570868, Building task,334.510101,334.510711,0.00061,0.0
94, UserThread570868, Submitting task,334.511781,334.516941,0.00516,0.0
95, UserThread570868, Submitting task,334.522491,334.525111,0.00262,0.0
96, UserThread570868, Building task,334.526471,334.527051,0.00058,0.0
97, UserThread570868, Submitting task,334.528111,334.533331,0.00522,0.0
98, UserThread570868, Submitting task,334.537681,334.539851,0.00217,0.0
99, UserThread570868, Building task,334.541471,334.542051,0.00058,0.0
100, UserThread570868, Submitting task,334.543181,334.547211,0.00403,0.0
101, UserThread570868, Building task,334.548521,334.549121,0.0006,0.0
102, UserThread570868, Submitting task,334.550832,334.556572,0.00574,0.0
103, UserThread570868, Building task,334.558312,334.558912,0.0006,0.0
104, UserThread570868, Submitting task,334.559972,334.564212,0.00424,0.0
105, UserThread570868, Building task,334.565792,334.566382,0.00059,0.0
106, UserThread570868, Submitting task,334.568032,334.572572,0.00454,0.0
107, UserThread570868, Building task,334.574532,334.575112,0.00058,0.0
108, UserThread570868, Submitting task,334.575912,334.579762,0.00385,0.0
109, UserThread570868, Building task,334.581512,334.582092,0.00058,0.0
110, UserThread570868, Submitting task,334.583492,334.588842,0.00535,0.0
111, UserThread570868, Building task,334.590822,334.591402,0.00058,0.0
112, UserThread570868, Submitting task,334.592442,334.596303,0.003861,0.0
113, UserThread570868, Building task,334.597853,334.598433,0.00058,0.0
114, UserThread570868, Submitting task,334.599753,334.603893,0.00414,0.0
115, UserThread570868, Submitting task,334.607553,334.610413,0.00286,0.0
116, UserThread570868, Building task,334.629403,334.630123,0.00072,0.0
117, UserThread570868, Submitting task,334.630743,334.635263,0.00452,0.0
118, UserThread570868, Building task,334.636183,334.636803,0.00062,0.0
119, UserThread570868, Submitting task,334.637373,334.643404,0.006031,0.0
120, UserThread570868, Building task,334.644254,334.644874,0.00062,0.0
121, UserThread570868, Submitting task,334.652164,334.657064,0.0049,0.0
122, UserThread570868, Building task,334.657844,334.658474,0.00063,0.0
123, UserThread570868, Submitting task,334.659054,334.663684,0.00463,0.0
124, UserThread570868, Building task,334.664434,334.665134,0.0007,0.0
125, UserThread570868, Submitting task,334.665694,334.678084,0.01239,0.0
126, UserThread570868, Building task,334.678914,334.679534,0.00062,0.0
127, UserThread570868, Submitting task,334.680104,334.684944,0.00484,0.0
128, UserThread570868, Building task,334.687354,334.687954,0.0006,0.0
129, UserThread570868, Submitting task,334.688514,334.693165,0.004651,0.0
130, UserThread570868, Submitting task,334.703065,334.705505,0.00244,0.0
131, UserThread570868, Building task,334.706245,334.706845,0.0006,0.0
132, UserThread570868, Submitting task,334.707395,334.720995,0.0136,0.0
133, UserThread570868, Building task,334.721795,334.722415,0.00062,0.0
134, UserThread570868, Submitting task,334.722985,334.727905,0.00492,0.0
135, UserThread570868, Building task,334.728975,334.729575,0.0006,0.0
136, UserThread570868, Submitting task,334.730125,334.734795,0.00467,0.0
137, UserThread570868, Building task,334.744066,334.744756,0.00069,0.0
138, UserThread570868, Submitting task,334.745336,334.750576,0.00524,0.0
139, UserThread570868, Building task,334.751326,334.752216,0.00089,0.0
140, UserThread570868, Submitting task,334.752776,334.758016,0.00524,0.0
141, UserThread570868, Building task,334.758756,334.759366,0.00061,0.0
142, UserThread570868, Submitting task,334.767386,334.772356,0.00497,0.0
143, UserThread570868, Submitting task,334.775296,334.777466,0.00217,0.0
144, UserThread570868, Building task,334.786977,334.787737,0.00076,0.0
145, UserThread570868, Submitting task,334.788397,334.794117,0.00572,0.0
146, UserThread570868, Building task,334.794887,334.795587,0.0007,0.0
147, UserThread570868, Submitting task,334.796137,334.801417,0.00528,0.0
148, UserThread570868, Building task,334.802247,334.802937,0.00069,0.0
149, UserThread570868, Submitting task,334.810447,334.816117,0.00567,0.0
150, UserThread570868, Building task,334.816877,334.817497,0.00062,0.0
151, UserThread570868, Submitting task,334.818147,334.822787,0.00464,0.0
152, UserThread570868, Building task,334.823527,334.824137,0.00061,0.0
153, UserThread570868, Submitting task,334.824697,334.836348,0.011651,0.0
154, UserThread570868, Submitting task,334.839068,334.841078,0.00201,0.0
155, UserThread570868, Building task,334.841858,334.842508,0.00065,0.0
156, UserThread570868, Submitting task,334.849048,334.853798,0.00475,0.0
157, UserThread570868, Building task,334.854638,334.855248,0.00061,0.0
158, UserThread570868, Submitting task,334.855818,334.860988,0.00517,0.0
159, UserThread570868, Building task,334.861738,334.862348,0.00061,0.0
160, UserThread570868, Submitting task,334.862908,334.874418,0.01151,0.0
161, UserThread570868, Building task,334.876529,334.877149,0.00062,0.0
162, UserThread570868, Submitting task,334.877719,334.882099,0.00438,0.0
163, UserThread570868, Submitting task,334.892339,334.894319,0.00198,0.0
164, UserThread570868, Building task,334.895039,334.895649,0.00061,0.0
165, UserThread570868, Submitting task,334.896209,334.900739,0.00453,0.0
166, UserThread570868, Building task,334.901479,334.902099,0.00062,0.0
167, UserThread570868, Submitting task,334.902659,334.914499,0.01184,0.0
168, UserThread570868, Building task,334.915309,334.915929,0.00062,0.0
169, UserThread570868, Submitting task,334.916489,334.92148,0.004991,0.0
170, UserThread570868, Submitting task,334.94439,334.94648,0.00209,0.0
171, UserThread570868, Building task,334.94753,334.94813,0.0006,0.0
172, UserThread570868, Submitting task,334.94868,334.95273,0.00405,0.0
173, UserThread570868, Building task,334.95348,334.95411,0.00063,0.0
174, UserThread570868, Submitting task,334.96273,334.967431,0.004701,0.0
175, UserThread570868, Submitting task,334.969451,334.979261,0.00981,0.0
176, UserThread570868, Building task,334.980031,334.980661,0.00063,0.0
177, UserThread570868, Submitting task,334.981231,334.985551,0.00432,0.0
178, UserThread570868, Submitting task,334.995131,334.997171,0.00204,0.0
179, UserThread570868, Building task,334.997971,334.998561,0.00059,0.0
180, UserThread570868, Submitting task,334.999121,335.003661,0.00454,0.0
181, UserThread570868, Building task,335.004381,335.004971,0.00059,0.0
182, UserThread570868, Submitting task,335.013041,335.021432,0.008391,0.0
183, UserThread570868, Submitting task,335.017652,335.019872,0.00222,1.0
184, UserThread570868, Building task,335.022252,335.022852,0.0006,0.0
185, UserThread570868, Submitting task,335.030792,335.038662,0.00787,0.0
186, UserThread570868, Submitting task,335.035072,335.037272,0.0022,1.0
187, UserThread570868, Building task,335.039402,335.040002,0.0006,0.0
188, UserThread570868, Submitting task,335.040552,335.055572,0.01502,0.0
189, UserThread570868, Submitting task,335.052062,335.054212,0.00215,1.0
190, UserThread570868, Building task,335.056312,335.056902,0.00059,0.0
191, UserThread570868, Submitting task,335.057462,335.072353,0.014891,0.0
192, UserThread570868, Submitting task,335.068933,335.071033,0.0021,1.0
193, UserThread570868, Building task,335.073093,335.073763,0.00067,0.0
194, UserThread570868, Submitting task,335.074323,335.089913,0.01559,0.0
195, UserThread570868, Submitting task,335.086463,335.088473,0.00201,1.0
196, UserThread570868, Building task,335.090733,335.091323,0.00059,0.0
197, UserThread570868, Submitting task,335.091893,335.107114,0.015221,0.0
198, UserThread570868, Submitting task,335.103313,335.105513,0.0022,1.0
199, UserThread570868, Submitting task,335.116424,335.118474,0.00205,0.0
200, UserThread570868, Building task,335.119314,335.119904,0.00059,0.0
201, UserThread570868, Submitting task,335.120474,335.124934,0.00446,0.0
202, UserThread570868, Building task,335.126304,335.126924,0.00062,0.0
203, UserThread570868, Submitting task,335.134964,335.139464,0.0045,0.0
204, UserThread570868, Building task,335.140524,335.141154,0.00063,0.0
205, UserThread570868, Submitting task,335.141724,335.145874,0.00415,0.0
206, UserThread570868, Building task,335.146994,335.147614,0.00062,0.0
207, UserThread570868, Submitting task,335.155505,335.159815,0.00431,0.0
208, UserThread570868, Building task,335.160715,335.161335,0.00062,0.0
209, UserThread570868, Submitting task,335.161905,335.166415,0.00451,0.0
210, UserThread570868, Building task,335.167225,335.167845,0.00062,0.0
211, UserThread570868, Submitting task,335.168395,335.179965,0.01157,0.0
212, UserThread570868, Submitting task,335.181885,335.183825,0.00194,0.0
213, UserThread570868, Building task,335.192355,335.193025,0.00067,0.0
214, UserThread570868, Submitting task,335.193595,335.197655,0.00406,0.0
215, UserThread570868, Building task,335.198615,335.199235,0.00062,0.0
216, UserThread570868, Submitting task,335.199796,335.203896,0.0041,0.0
217, UserThread570868, Building task,335.222286,335.222976,0.00069,0.0
218, UserThread570868, Submitting task,335.223566,335.227826,0.00426,0.0
219, UserThread570868, Building task,335.228616,335.229236,0.00062,0.0
220, UserThread570868, Submitting task,335.229796,335.234346,0.00455,0.0
221, UserThread570868, Building task,335.241186,335.241866,0.00068,0.0
222, UserThread570868, Submitting task,335.242456,335.246787,0.004331,0.0
223, UserThread570868, Submitting task,335.252827,335.254807,0.00198,0.0
224, UserThread570868, Building task,335.255577,335.256177,0.0006,0.0
225, UserThread570868, Submitting task,335.256737,335.260917,0.00418,0.0
226, UserThread570868, Building task,335.261737,335.262337,0.0006,0.0
227, UserThread570868, Submitting task,335.266917,335.271287,0.00437,0.0
228, UserThread570868, Building task,335.272087,335.272777,0.00069,0.0
229, UserThread570868, Submitting task,335.273347,335.277567,0.00422,0.0
230, UserThread570868, Building task,335.278337,335.278937,0.0006,0.0
231, UserThread570868, Submitting task,335.283827,335.288087,0.00426,0.0
232, UserThread570868, Submitting task,335.289987,335.291877,0.00189,0.0
233, UserThread570868, Building task,335.296918,335.297568,0.00065,0.0
234, UserThread570868, Submitting task,335.298138,335.302358,0.00422,0.0
235, UserThread570868, Building task,335.303168,335.303778,0.00061,0.0
236, UserThread570868, Submitting task,335.304338,335.308568,0.00423,0.0
237, UserThread570868, Building task,335.314038,335.314708,0.00067,0.0
238, UserThread570868, Submitting task,335.315288,335.319438,0.00415,0.0
239, UserThread570868, Submitting task,335.326938,335.328958,0.00202,0.0
240, UserThread570868, Building task,335.329708,335.330318,0.00061,0.0
241, UserThread570868, Submitting task,335.330878,335.335258,0.00438,0.0
242, UserThread570868, Building task,335.336038,335.336648,0.00061,0.0
243, UserThread570868, Submitting task,335.341469,335.346019,0.00455,0.0
244, UserThread570868, Submitting task,335.347979,335.354499,0.00652,0.0
245, UserThread570868, Building task,335.355519,335.356129,0.00061,0.0
246, UserThread570868, Submitting task,335.356689,335.360799,0.00411,0.0
247, UserThread570868, Submitting task,335.366919,335.368869,0.00195,0.0
248, UserThread570868, Building task,335.369789,335.370379,0.00059,0.0
249, UserThread570868, Submitting task,335.370929,335.374509,0.00358,0.0
250, UserThread570868, Building task,335.375389,335.375979,0.00059,0.0
251, UserThread570868, Submitting task,335.380939,335.38911,0.008171,0.0
252, UserThread570868, Submitting task,335.38578,335.38768,0.0019,1.0
253, UserThread570868, Building task,335.38986,335.39045,0.00059,0.0
254, UserThread570868, Submitting task,335.3952,335.40309,0.00789,0.0
255, UserThread570868, Submitting task,335.39959,335.40152,0.00193,1.0
256, UserThread570868, Building task,335.40383,335.40442,0.00059,0.0
257, UserThread570868, Submitting task,335.40913,335.41698,0.00785,0.0
258, UserThread570868, Submitting task,335.41344,335.41537,0.00193,1.0
259, UserThread570868, Building task,335.41771,335.41829,0.00058,0.0
260, UserThread570868, Submitting task,335.42302,335.43072,0.0077,0.0
261, UserThread570868, Submitting task,335.42746,335.42935,0.00189,1.0
262, UserThread570868, Building task,335.43145,335.432031,0.000581,0.0
263, UserThread570868, Submitting task,335.437151,335.444831,0.00768,0.0
264, UserThread570868, Submitting task,335.441391,335.443351,0.00196,1.0
265, UserThread570868, Submitting task,335.451041,335.453051,0.00201,0.0
266, UserThread570868, Building task,335.453761,335.454351,0.00059,0.0
267, UserThread570868, Submitting task,335.454901,335.463721,0.00882,0.0
268, UserThread570868, Building task,335.464571,335.465181,0.00061,0.0
269, UserThread570868, Submitting task,335.465751,335.470261,0.00451,0.0
270, UserThread570868, Building task,335.471041,335.471661,0.00062,0.0
271, UserThread570868, Submitting task,335.472221,335.484972,0.012751,0.0
272, UserThread570868, Building task,335.485842,335.486482,0.00064,0.0
273, UserThread570868, Submitting task,335.487052,335.491392,0.00434,0.0
274, UserThread570868, Building task,335.492162,335.492782,0.00062,0.0
275, UserThread570868, Submitting task,335.493352,335.502852,0.0095,0.0
276, UserThread570868, Submitting task,335.504782,335.506822,0.00204,0.0
277, UserThread570868, Building task,335.511802,335.512462,0.00066,0.0
278, UserThread570868, Submitting task,335.513032,335.517152,0.00412,0.0
279, UserThread570868, Building task,335.517932,335.518562,0.00063,0.0
280, UserThread570868, Submitting task,335.519122,335.523382,0.00426,0.0
281, UserThread570868, Building task,335.528393,335.529063,0.00067,0.0
282, UserThread570868, Submitting task,335.529643,335.533803,0.00416,0.0
283, UserThread570868, Building task,335.534573,335.535183,0.00061,0.0
284, UserThread570868, Submitting task,335.535753,335.539993,0.00424,0.0
285, UserThread570868, Submitting task,335.546493,335.548513,0.00202,0.0
286, UserThread570868, Building task,335.549243,335.549843,0.0006,0.0
287, UserThread570868, Submitting task,335.554603,335.558713,0.00411,0.0
288, UserThread570868, Building task,335.559493,335.560113,0.00062,0.0
289, UserThread570868, Submitting task,335.560673,335.564773,0.0041,0.0
290, UserThread570868, Building task,335.565543,335.566143,0.0006,0.0
291, UserThread570868, Submitting task,335.571334,335.575634,0.0043,0.0
292, UserThread570868, Submitting task,335.582634,335.584634,0.002,0.0
293, UserThread570868, Building task,335.585424,335.586024,0.0006,0.0
294, UserThread570868, Submitting task,335.586584,335.590754,0.00417,0.0
295, UserThread570868, Building task,335.591514,335.592114,0.0006,0.0
296, UserThread570868, Submitting task,335.592684,335.602584,0.0099,0.0
297, UserThread570868, Submitting task,335.605344,335.608014,0.00267,0.0
298, UserThread570868, Building task,335.613734,335.614394,0.00066,0.0
299, UserThread570868, Submitting task,335.614964,335.619685,0.004721,0.0
300, UserThread570868, Submitting task,335.627295,335.630995,0.0037,0.0
301, UserThread570868, Building task,335.632655,335.633705,0.00105,0.0
302, UserThread570868, Submitting task,335.634505,335.640015,0.00551,0.0
303, UserThread570868, Building task,335.641045,335.642005,0.00096,0.0
304, UserThread570868, Submitting task,335.648065,335.663005,0.01494,0.0
305, UserThread570868, Submitting task,335.658495,335.661105,0.00261,1.0
306, UserThread570868, Building task,335.663726,335.664496,0.00077,0.0
307, UserThread570868, Submitting task,335.668996,335.679066,0.01007,0.0
308, UserThread570868, Submitting task,335.675756,335.677646,0.00189,1.0
309, UserThread570868, Building task,335.679776,335.680366,0.00059,0.0
310, UserThread570868, Submitting task,335.693076,335.701716,0.00864,0.0
311, UserThread570868, Submitting task,335.698446,335.700346,0.0019,1.0
312, UserThread570868, Building task,335.702436,335.703026,0.00059,0.0
313, UserThread570868, Submitting task,335.707706,335.716137,0.008431,0.0
314, UserThread570868, Submitting task,335.712717,335.714617,0.0019,1.0
315, UserThread570868, Submitting task,335.722517,335.724647,0.00213,0.0
316, UserThread570868, Building task,335.725347,335.725937,0.00059,0.0
317, UserThread570868, Submitting task,335.726497,335.734677,0.00818,0.0
318, UserThread570868, Building task,335.735467,335.736097,0.00063,0.0
319, UserThread570868, Submitting task,335.736667,335.741137,0.00447,0.0
320, UserThread570868, Building task,335.741897,335.742517,0.00062,0.0
321, UserThread570868, Submitting task,335.747107,335.751907,0.0048,0.0
322, UserThread570868, Building task,335.752667,335.753297,0.00063,0.0
323, UserThread570868, Submitting task,335.753857,335.758028,0.004171,0.0
324, UserThread570868, Submitting task,335.764078,335.766048,0.00197,0.0
325, UserThread570868, Building task,335.766738,335.767348,0.00061,0.0
326, UserThread570868, Submitting task,335.767908,335.776118,0.00821,0.0
327, UserThread570868, Building task,335.776948,335.777578,0.00063,0.0
328, UserThread570868, Submitting task,335.778148,335.782628,0.00448,0.0
329, UserThread570868, Building task,335.783388,335.783988,0.0006,0.0
330, UserThread570868, Submitting task,335.784548,335.792948,0.0084,0.0
331, UserThread570868, Submitting task,335.794948,335.797048,0.0021,0.0
332, UserThread570868, Building task,335.801808,335.802478,0.00067,0.0
333, UserThread570868, Submitting task,335.803049,335.806989,0.00394,0.0
334, UserThread570868, Building task,335.807759,335.808379,0.00062,0.0
335, UserThread570868, Submitting task,335.808929,335.813179,0.00425,0.0
336, UserThread570868, Submitting task,335.819969,335.822619,0.00265,0.0
337, UserThread570868, Building task,335.823779,335.824449,0.00067,0.0
338, UserThread570868, Submitting task,335.829559,335.837999,0.00844,0.0
339, UserThread570868, Submitting task,335.842009,335.84929,0.007281,0.0
340, UserThread570868, Building task,335.85029,335.85088,0.00059,0.0
341, UserThread570868, Submitting task,335.85161,335.85594,0.00433,0.0
342, UserThread570868, Building task,335.85667,335.85734,0.00067,0.0
343, UserThread570868, Submitting task,335.8579,335.87239,0.01449,0.0
344, UserThread570868, Submitting task,335.86856,335.87084,0.00228,1.0
345, UserThread570868, Building task,335.87311,335.8737,0.00059,0.0
346, UserThread570868, Submitting task,335.87426,335.88672,0.01246,0.0
347, UserThread570868, Submitting task,335.88329,335.88539,0.0021,1.0
348, UserThread570868, Building task,335.88744,335.88803,0.00059,0.0
349, UserThread570868, Submitting task,335.88859,335.900891,0.012301,0.0
350, UserThread570868, Submitting task,335.897541,335.899491,0.00195,1.0
351, UserThread570868, Submitting task,335.907181,335.909271,0.00209,0.0
352, UserThread570868, Building task,335.910061,335.910651,0.00059,0.0
353, UserThread570868, Submitting task,335.911201,335.915171,0.00397,0.0
354, UserThread570868, Building task,335.920211,335.920931,0.00072,0.0
355, UserThread570868, Submitting task,335.921511,335.928871,0.00736,0.0
356, UserThread570868, Building task,335.929811,335.930981,0.00117,0.0
357, UserThread570868, Submitting task,335.931701,335.939391,0.00769,0.0
358, UserThread570868, Submitting task,335.946092,335.948462,0.00237,0.0
359, UserThread570868, Building task,335.949222,335.949822,0.0006,0.0
360, UserThread570868, Submitting task,335.954472,335.959992,0.00552,0.0
361, UserThread570868, Building task,335.960772,335.961532,0.00076,0.0
362, UserThread570868, Submitting task,335.962092,335.966202,0.00411,0.0
363, UserThread570868, Submitting task,335.973792,335.976452,0.00266,0.0
364, UserThread570868, Building task,335.977502,335.978372,0.00087,0.0
365, UserThread570868, Submitting task,335.978932,335.991323,0.012391,0.0
366, UserThread570868, Submitting task,335.994023,335.996263,0.00224,0.0
367, UserThread570868, Building task,336.001503,336.002263,0.00076,0.0
368, UserThread570868, Submitting task,336.002853,336.007333,0.00448,0.0
369, UserThread570868, Building task,336.008213,336.008793,0.00058,0.0
370, UserThread570868, Submitting task,336.009473,336.022703,0.01323,0.0
371, UserThread570868, Submitting task,336.019353,336.021313,0.00196,1.0
372, UserThread570868, Building task,336.023453,336.024053,0.0006,0.0
373, UserThread570868, Submitting task,336.024603,336.037524,0.012921,0.0
374, UserThread570868, Submitting task,336.034043,336.036014,0.001971,1.0
375, UserThread570868, Submitting task,336.045374,336.050334,0.00496,0.0
376, UserThread570868, Building task,336.051694,336.053894,0.0022,0.0
377, UserThread570868, Submitting task,336.055104,336.063744,0.00864,0.0
378, UserThread570868, Building task,336.064504,336.065134,0.00063,0.0
379, UserThread570868, Submitting task,336.069654,336.074524,0.00487,0.0
380, UserThread570868, Submitting task,336.080534,336.082545,0.002011,0.0
381, UserThread570868, Building task,336.083285,336.083885,0.0006,0.0
382, UserThread570868, Submitting task,336.084445,336.088825,0.00438,0.0
383, UserThread570868, Submitting task,336.094735,336.096705,0.00197,0.0
384, UserThread570868, Building task,336.097585,336.098185,0.0006,0.0
385, UserThread570868, Submitting task,336.098745,336.102385,0.00364,0.0
386, UserThread570868, Building task,336.107175,336.107815,0.00064,0.0
387, UserThread570868, Submitting task,336.108395,336.121145,0.01275,0.0
388, UserThread570868, Submitting task,336.113815,336.115725,0.00191,1.0
389, UserThread570868, Submitting task,336.123085,336.125085,0.002,0.0
390, UserThread570868, Building task,336.125825,336.126415,0.00059,0.0
391, UserThread570868, Submitting task,336.131266,336.136336,0.00507,0.0
392, UserThread570868, Submitting task,336.153436,336.157366,0.00393,0.0
393, UserThread570868, Building task,336.158766,336.160336,0.00157,0.0
394, UserThread570868, Submitting task,336.161526,336.167516,0.00599,0.0
395, UserThread570868, Submitting task,336.175787,336.178577,0.00279,0.0
396, UserThread570868, Submitting task,336.192147,336.205707,0.01356,0.0
397, UserThread570868, Submitting task,336.212737,336.215327,0.00259,0.0
398, UserThread570868, Submitting task,336.218527,336.221008,0.002481,0.0
399, UserThread570868, Submitting task,336.228778,336.230928,0.00215,0.0
400, UserThread570868, Submitting task,336.237808,336.239838,0.00203,0.0
401, UserThread570868, Submitting task,336.245988,336.247888,0.0019,0.0
402, UserThread570868, Submitting task,336.255028,336.257418,0.00239,0.0
403, UserThread570868, Submitting task,336.259468,336.265358,0.00589,0.0
404, UserThread570868, Submitting task,336.267269,336.269309,0.00204,0.0
405, UserThread570868, Submitting task,336.275209,336.277159,0.00195,0.0
406, UserThread570868, Submitting task,336.284319,336.286249,0.00193,0.0
407, UserThread570868, Submitting task,336.293349,336.295639,0.00229,0.0
408, UserThread570868, Submitting task,336.301639,336.303629,0.00199,0.0
409, UserThread570868, Submitting task,336.305479,336.311259,0.00578,0.0
410, UserThread570868, Submitting task,336.313139,336.31503,0.001891,0.0
411, UserThread570868, Submitting task,336.32181,336.32381,0.002,0.0
412, UserThread570868, Submitting task,336.33002,336.33203,0.00201,0.0
413, UserThread570868, Submitting task,336.33799,336.33993,0.00194,0.0
414, UserThread570868, Submitting task,336.34641,336.34835,0.00194,0.0
415, UserThread570868, Submitting task,336.35021,336.35612,0.00591,0.0
416, UserThread570868, Submitting task,336.35821,336.360111,0.001901,0.0
417, UserThread570868, Submitting task,336.367481,336.369461,0.00198,0.0
418, UserThread570868, Submitting task,336.375571,336.377651,0.00208,0.0
419, UserThread570868, Submitting task,336.383721,336.385711,0.00199,0.0
