,Thread,Function,Start,Finish,Duration,Depth
682, CPU52, Overhead,356.311202,356.316332,0.00513,0.0
683, CPU52, Progressing,356.316332,356.317232,0.0009,0.0
684, CPU52, Scheduling,356.317232,356.318452,0.00122,0.0
685, CPU52, Sleeping,356.318452,356.979966,0.661514,0.0
686, CPU52, Overhead,356.979966,356.980596,0.00063,0.0
687, CPU52, Overhead,356.980596,356.980876,0.00028,0.0
688, CPU52, FetchingInput,356.980876,356.983016,0.00214,0.0
689, CPU52, Overhead,356.983016,356.983556,0.00054,0.0
690, CPU52, Overhead,356.983556,356.985506,0.00195,0.0
691, CPU52, Overhead,356.985506,356.988686,0.00318,0.0
692, CPU52, dtrsm,356.988686,356.988686,0.0,0.0
693, CPU52, dtrsm,356.988686,361.36541,4.376724,0.0
694, CPU52, Overhead,361.36541,361.366891,0.001481,0.0
695, CPU52, PushingOutput,361.366891,361.367721,0.00083,0.0
696, CPU52, Overhead,361.367721,361.525634,0.157913,0.0
697, CPU52, Scheduling,361.373011,361.374101,0.00109,1.0
698, CPU52, Scheduling,361.380961,361.382471,0.00151,1.0
699, CPU52, Scheduling,361.387521,361.389071,0.00155,1.0
700, CPU52, Scheduling,361.477823,361.479413,0.00159,1.0
701, CPU52, Callback,361.485323,361.503543,0.01822,1.0
702, CPU52, Submitting task,361.488933,361.501013,0.01208,2.0
703, CPU52, Callback,361.510784,361.519944,0.00916,1.0
704, CPU52, Submitting task,361.512734,361.519124,0.00639,2.0
705, CPU52, Progressing,361.525634,361.527184,0.00155,0.0
706, CPU52, Scheduling,361.527184,361.528884,0.0017,0.0
707, CPU52, Sleeping,361.528884,362.571656,1.042772,0.0
708, CPU52, Overhead,362.571656,362.572226,0.00057,0.0
709, CPU52, Overhead,362.572226,362.572506,0.00028,0.0
710, CPU52, FetchingInput,362.572506,362.574337,0.001831,0.0
711, CPU52, Overhead,362.574337,362.574647,0.00031,0.0
712, CPU52, Overhead,362.574647,362.576717,0.00207,0.0
713, CPU52, Overhead,362.576717,362.579817,0.0031,0.0
714, CPU52, dgemm,362.579817,362.579817,0.0,0.0
715, CPU52, dgemm,362.579817,365.887908,3.308091,0.0
716, CPU52, Overhead,365.887908,365.889138,0.00123,0.0
717, CPU52, PushingOutput,365.889138,365.890108,0.00097,0.0
718, CPU52, Overhead,365.890108,365.895148,0.00504,0.0
719, CPU52, Progressing,365.895148,365.896048,0.0009,0.0
720, CPU52, Scheduling,365.896048,365.897408,0.00136,0.0
721, CPU52, Sleeping,365.897408,396.697363,30.799955,0.0
722, CPU51, Overhead,338.483796,338.484716,0.00092,0.0
723, CPU51, Overhead,338.484716,338.485486,0.00077,0.0
724, CPU51, FetchingInput,338.485486,338.487007,0.001521,0.0
725, CPU51, Overhead,338.487007,338.487557,0.00055,0.0
726, CPU51, Overhead,338.487557,338.488507,0.00095,0.0
727, CPU51, Overhead,338.488507,338.492817,0.00431,0.0
728, CPU51, dgemm,338.492817,338.492817,0.0,0.0
729, CPU51, dgemm,338.492817,348.130515,9.637698,0.0
730, CPU51, Overhead,348.130515,348.136505,0.00599,0.0
731, CPU51, PushingOutput,348.136505,348.138195,0.00169,0.0
732, CPU51, Overhead,348.138195,348.235677,0.097482,0.0
733, CPU51, Scheduling,348.149265,348.152355,0.00309,1.0
734, CPU51, Progressing,348.235677,348.238827,0.00315,0.0
735, CPU51, Scheduling,348.238827,348.243257,0.00443,0.0
736, CPU51, Sleeping,348.243257,349.649387,1.40613,0.0
737, CPU51, Overhead,349.649387,349.650178,0.000791,0.0
738, CPU51, Overhead,349.650178,349.650918,0.00074,0.0
739, CPU51, FetchingInput,349.650918,349.652718,0.0018,0.0
740, CPU51, Overhead,349.652718,349.653048,0.00033,0.0
741, CPU51, Overhead,349.653048,349.654128,0.00108,0.0
742, CPU51, Overhead,349.654128,349.657618,0.00349,0.0
743, CPU51, dtrsm,349.657618,349.657618,0.0,0.0
744, CPU51, dtrsm,349.657618,353.187934,3.530316,0.0
745, CPU51, Overhead,353.187934,353.189654,0.00172,0.0
746, CPU51, PushingOutput,353.189654,353.190594,0.00094,0.0
747, CPU51, Overhead,353.190594,353.532872,0.342278,0.0
748, CPU51, Scheduling,353.195184,353.197684,0.0025,1.0
749, CPU51, Scheduling,353.202255,353.203285,0.00103,1.0
750, CPU51, Scheduling,353.250536,353.255206,0.00467,1.0
751, CPU51, Scheduling,353.284966,353.287616,0.00265,1.0
752, CPU51, Scheduling,353.326337,353.330667,0.00433,1.0
753, CPU51, Scheduling,353.371868,353.373318,0.00145,1.0
754, CPU51, Scheduling,353.423539,353.43032,0.006781,1.0
755, CPU51, Callback,353.479771,353.508701,0.02893,1.0
756, CPU51, Submitting task,353.487041,353.506921,0.01988,2.0
757, CPU51, Callback,353.514941,353.528192,0.013251,1.0
758, CPU51, Submitting task,353.516461,353.527342,0.010881,2.0
759, CPU51, Progressing,353.532872,353.536542,0.00367,0.0
760, CPU51, Scheduling,353.536542,353.538162,0.00162,0.0
761, CPU51, Sleeping,353.538162,361.388801,7.850639,0.0
762, CPU51, Overhead,361.388801,361.389421,0.00062,0.0
763, CPU51, Overhead,361.389421,361.389931,0.00051,0.0
764, CPU51, FetchingInput,361.389931,361.391641,0.00171,0.0
765, CPU51, Overhead,361.391641,361.391941,0.0003,0.0
766, CPU51, Overhead,361.391941,361.393661,0.00172,0.0
767, CPU51, Overhead,361.393661,361.396851,0.00319,0.0
768, CPU51, dgemm,361.396851,361.396851,0.0,0.0
769, CPU51, dgemm,361.396851,364.758654,3.361803,0.0
770, CPU51, Overhead,364.758654,364.760014,0.00136,0.0
771, CPU51, PushingOutput,364.760014,364.761484,0.00147,0.0
772, CPU51, Overhead,364.761484,364.771664,0.01018,0.0
773, CPU51, Progressing,364.771664,364.772884,0.00122,0.0
774, CPU51, Scheduling,364.772884,364.774014,0.00113,0.0
775, CPU51, Sleeping,364.774014,396.674213,31.900199,0.0
776, CPU50, Overhead,338.812564,338.815564,0.003,0.0
777, CPU50, Overhead,338.815564,338.817734,0.00217,0.0
778, CPU50, FetchingInput,338.817734,338.823444,0.00571,0.0
779, CPU50, Overhead,338.823444,338.824504,0.00106,0.0
780, CPU50, Overhead,338.824504,338.828854,0.00435,0.0
781, CPU50, Overhead,338.828854,338.837994,0.00914,0.0
782, CPU50, dgemm,338.837994,338.837994,0.0,0.0
783, CPU50, dgemm,338.837994,347.249866,8.411872,0.0
784, CPU50, Overhead,347.249866,347.252906,0.00304,0.0
785, CPU50, PushingOutput,347.252906,347.254756,0.00185,0.0
786, CPU50, Overhead,347.254756,347.262976,0.00822,0.0
787, CPU50, Progressing,347.262976,347.264236,0.00126,0.0
788, CPU50, Scheduling,347.264236,347.266286,0.00205,0.0
789, CPU50, Sleeping,347.266286,396.696973,49.430687,0.0
790, CPU49, Overhead,339.166151,339.170011,0.00386,0.0
791, CPU49, Overhead,339.170011,339.172121,0.00211,0.0
792, CPU49, FetchingInput,339.172121,339.184462,0.012341,0.0
793, CPU49, Overhead,339.184462,339.186642,0.00218,0.0
794, CPU49, Overhead,339.186642,339.194112,0.00747,0.0
795, CPU49, Overhead,339.194112,339.206132,0.01202,0.0
796, CPU49, dgemm,339.206132,339.206132,0.0,0.0
797, CPU49, dgemm,339.206132,356.186329,16.980197,0.0
798, CPU49, Overhead,356.186329,356.188579,0.00225,0.0
799, CPU49, PushingOutput,356.188579,356.21563,0.027051,0.0
800, CPU49, Scheduling,356.204409,356.209479,0.00507,1.0
801, CPU49, Overhead,356.21563,356.22218,0.00655,0.0
802, CPU49, Progressing,356.22218,356.22321,0.00103,0.0
803, CPU49, Scheduling,356.22321,356.2247,0.00149,0.0
804, CPU49, Sleeping,356.2247,369.158369,12.933669,0.0
805, CPU49, Overhead,369.158369,369.159609,0.00124,0.0
806, CPU49, Overhead,369.159609,369.160669,0.00106,0.0
807, CPU49, FetchingInput,369.160669,369.164579,0.00391,0.0
808, CPU49, Overhead,369.164579,369.164899,0.00032,0.0
809, CPU49, Overhead,369.164899,369.167129,0.00223,0.0
810, CPU49, Overhead,369.167129,369.171639,0.00451,0.0
811, CPU49, dsyrk,369.171639,369.171639,0.0,0.0
812, CPU49, dsyrk,369.171639,372.363578,3.191939,0.0
813, CPU49, Overhead,372.363578,372.364858,0.00128,0.0
814, CPU49, PushingOutput,372.364858,372.365898,0.00104,0.0
815, CPU49, Overhead,372.365898,372.370658,0.00476,0.0
816, CPU49, Progressing,372.370658,372.371198,0.00054,0.0
817, CPU49, Scheduling,372.371198,372.372848,0.00165,0.0
818, CPU49, Sleeping,372.372848,396.697103,24.324255,0.0
819, CPU48, Overhead,338.524347,338.525257,0.00091,0.0
820, CPU48, Overhead,338.525257,338.526837,0.00158,0.0
821, CPU48, FetchingInput,338.526837,338.529657,0.00282,0.0
822, CPU48, Overhead,338.529657,338.530487,0.00083,0.0
823, CPU48, Overhead,338.530487,338.533398,0.002911,0.0
824, CPU48, Overhead,338.533398,338.546248,0.01285,0.0
825, CPU48, dgemm,338.546248,338.546248,0.0,0.0
826, CPU48, dgemm,338.546248,347.403949,8.857701,0.0
827, CPU48, Overhead,347.403949,347.405779,0.00183,0.0
828, CPU48, PushingOutput,347.405779,347.407269,0.00149,0.0
829, CPU48, Overhead,347.407269,347.414459,0.00719,0.0
830, CPU48, Progressing,347.414459,347.415679,0.00122,0.0
831, CPU48, Scheduling,347.415679,347.417099,0.00142,0.0
832, CPU48, Sleeping,347.417099,396.696943,49.279844,0.0
833, CPU47, Overhead,356.22156,356.22229,0.00073,0.0
834, CPU47, Overhead,356.22229,356.22284,0.00055,0.0
835, CPU47, FetchingInput,356.22284,356.22563,0.00279,0.0
836, CPU47, Overhead,356.22563,356.22641,0.00078,0.0
837, CPU47, Overhead,356.22641,356.22892,0.00251,0.0
838, CPU47, Overhead,356.22892,356.23268,0.00376,0.0
839, CPU47, dgemm,356.23268,356.23268,0.0,0.0
840, CPU47, dgemm,356.23268,360.621394,4.388714,0.0
841, CPU47, Overhead,360.621394,360.622744,0.00135,0.0
842, CPU47, PushingOutput,360.622744,360.624195,0.001451,0.0
843, CPU47, Overhead,360.624195,360.628715,0.00452,0.0
844, CPU47, Progressing,360.628715,360.629895,0.00118,0.0
845, CPU47, Scheduling,360.629895,360.631155,0.00126,0.0
846, CPU47, Sleeping,360.631155,362.516365,1.88521,0.0
847, CPU47, Overhead,362.516365,362.517385,0.00102,0.0
848, CPU47, Overhead,362.517385,362.518045,0.00066,0.0
849, CPU47, FetchingInput,362.518045,362.521975,0.00393,0.0
850, CPU47, Overhead,362.521975,362.522895,0.00092,0.0
851, CPU47, Overhead,362.522895,362.525395,0.0025,0.0
852, CPU47, Overhead,362.525395,362.528586,0.003191,0.0
853, CPU47, dgemm,362.528586,362.528586,0.0,0.0
854, CPU47, dgemm,362.528586,366.88598,4.357394,0.0
855, CPU47, Overhead,366.88598,366.88721,0.00123,0.0
856, CPU47, PushingOutput,366.88721,366.88834,0.00113,0.0
857, CPU47, Overhead,366.88834,366.89268,0.00434,0.0
858, CPU47, Progressing,366.89268,366.89332,0.00064,0.0
859, CPU47, Scheduling,366.89332,366.89463,0.00131,0.0
860, CPU47, Sleeping,366.89463,396.696923,29.802293,0.0
861, CPU46, Overhead,362.580907,362.581987,0.00108,0.0
862, CPU46, Overhead,362.581987,362.582737,0.00075,0.0
863, CPU46, FetchingInput,362.582737,362.586307,0.00357,0.0
864, CPU46, Overhead,362.586307,362.587067,0.00076,0.0
865, CPU46, Overhead,362.587067,362.588657,0.00159,0.0
866, CPU46, Overhead,362.588657,362.591927,0.00327,0.0
867, CPU46, dgemm,362.591927,362.591927,0.0,0.0
868, CPU46, dgemm,362.591927,366.316047,3.72412,0.0
869, CPU46, Overhead,366.316047,366.318037,0.00199,0.0
870, CPU46, PushingOutput,366.318037,366.320287,0.00225,0.0
871, CPU46, Overhead,366.320287,366.327388,0.007101,0.0
872, CPU46, Progressing,366.327388,366.328168,0.00078,0.0
873, CPU46, Scheduling,366.328168,366.329568,0.0014,0.0
874, CPU46, Sleeping,366.329568,396.661793,30.332225,0.0
875, CPU45, Overhead,359.325567,359.326447,0.00088,0.0
876, CPU45, Overhead,359.326447,359.326987,0.00054,0.0
877, CPU45, FetchingInput,359.326987,359.329387,0.0024,0.0
878, CPU45, Overhead,359.329387,359.329947,0.00056,0.0
879, CPU45, Overhead,359.329947,359.331087,0.00114,0.0
880, CPU45, Overhead,359.331087,359.334747,0.00366,0.0
881, CPU45, dsyrk,359.334747,359.334747,0.0,0.0
882, CPU45, dsyrk,359.334747,362.246249,2.911502,0.0
883, CPU45, Overhead,362.246249,362.247699,0.00145,0.0
884, CPU45, PushingOutput,362.247699,362.24861,0.000911,0.0
885, CPU45, Overhead,362.24861,362.25586,0.00725,0.0
886, CPU45, Progressing,362.25586,362.25641,0.00055,0.0
887, CPU45, Scheduling,362.25641,362.25792,0.00151,0.0
888, CPU45, Sleeping,362.25792,396.665963,34.408043,0.0
889, CPU43, Overhead,351.956808,351.958098,0.00129,0.0
890, CPU43, Overhead,351.958098,351.958848,0.00075,0.0
891, CPU43, FetchingInput,351.958848,351.961208,0.00236,0.0
892, CPU43, Overhead,351.961208,351.961518,0.00031,0.0
893, CPU43, Overhead,351.961518,351.963128,0.00161,0.0
894, CPU43, Overhead,351.963128,351.971748,0.00862,0.0
895, CPU43, dgemm,351.971748,351.971748,0.0,0.0
896, CPU43, dgemm,351.971748,356.929825,4.958077,0.0
897, CPU43, Overhead,356.929825,356.931395,0.00157,0.0
898, CPU43, PushingOutput,356.931395,356.932925,0.00153,0.0
899, CPU43, Overhead,356.932925,356.937065,0.00414,0.0
900, CPU43, Progressing,356.937065,356.937905,0.00084,0.0
901, CPU43, Scheduling,356.937905,356.938945,0.00104,0.0
902, CPU43, Sleeping,356.938945,396.702264,39.763319,0.0
903, CPU41, Overhead,339.167291,339.168431,0.00114,0.0
904, CPU41, Overhead,339.168431,339.169321,0.00089,0.0
905, CPU41, FetchingInput,339.169321,339.173001,0.00368,0.0
906, CPU41, Overhead,339.173001,339.173661,0.00066,0.0
907, CPU41, Overhead,339.173661,339.177841,0.00418,0.0
908, CPU41, Overhead,339.177841,339.187872,0.010031,0.0
909, CPU41, dgemm,339.187872,339.187872,0.0,0.0
910, CPU41, dgemm,339.187872,344.781213,5.593341,0.0
911, CPU41, Overhead,344.781213,344.782883,0.00167,0.0
912, CPU41, PushingOutput,344.782883,344.784263,0.00138,0.0
913, CPU41, Overhead,344.784263,344.789673,0.00541,0.0
914, CPU41, Progressing,344.789673,344.790373,0.0007,0.0
915, CPU41, Scheduling,344.790373,344.791683,0.00131,0.0
916, CPU41, Sleeping,344.791683,351.418556,6.626873,0.0
917, CPU41, Overhead,351.418556,351.419396,0.00084,0.0
918, CPU41, Overhead,351.419396,351.420476,0.00108,0.0
919, CPU41, FetchingInput,351.420476,351.422706,0.00223,0.0
920, CPU41, Overhead,351.422706,351.423246,0.00054,0.0
921, CPU41, Overhead,351.423246,351.425086,0.00184,0.0
922, CPU41, Overhead,351.425086,351.428116,0.00303,0.0
923, CPU41, dgemm,351.428116,351.428116,0.0,0.0
924, CPU41, dgemm,351.428116,355.503624,4.075508,0.0
925, CPU41, Overhead,355.503624,355.504634,0.00101,0.0
926, CPU41, PushingOutput,355.504634,355.505644,0.00101,0.0
927, CPU41, Overhead,355.505644,355.516294,0.01065,0.0
928, CPU41, Progressing,355.516294,355.516814,0.00052,0.0
929, CPU41, Scheduling,355.516814,355.518274,0.00146,0.0
930, CPU41, Sleeping,355.518274,362.507085,6.988811,0.0
931, CPU41, Overhead,362.507085,362.508065,0.00098,0.0
932, CPU41, Overhead,362.508065,362.508545,0.00048,0.0
933, CPU41, FetchingInput,362.508545,362.510755,0.00221,0.0
934, CPU41, Overhead,362.510755,362.511045,0.00029,0.0
935, CPU41, Overhead,362.511045,362.513855,0.00281,0.0
936, CPU41, Overhead,362.513855,362.516075,0.00222,0.0
937, CPU41, dgemm,362.516075,362.516075,0.0,0.0
938, CPU41, dgemm,362.516075,366.238906,3.722831,0.0
939, CPU41, Overhead,366.238906,366.239906,0.001,0.0
940, CPU41, PushingOutput,366.239906,366.241356,0.00145,0.0
941, CPU41, Overhead,366.241356,366.260956,0.0196,0.0
942, CPU41, Scheduling,366.248796,366.251266,0.00247,1.0
943, CPU41, Progressing,366.260956,366.262336,0.00138,0.0
944, CPU41, Scheduling,366.262336,366.264126,0.00179,0.0
945, CPU41, Sleeping,366.264126,376.016397,9.752271,0.0
946, CPU41, Overhead,376.016397,376.016977,0.00058,0.0
947, CPU41, Overhead,376.016977,376.017667,0.00069,0.0
948, CPU41, FetchingInput,376.017667,376.020227,0.00256,0.0
949, CPU41, Overhead,376.020227,376.020537,0.00031,0.0
950, CPU41, Overhead,376.020537,376.023237,0.0027,0.0
951, CPU41, Overhead,376.023237,376.027647,0.00441,0.0
952, CPU41, dgemm,376.027647,376.027647,0.0,0.0
953, CPU41, dgemm,376.027647,379.617995,3.590348,0.0
954, CPU41, Overhead,379.617995,379.619005,0.00101,0.0
955, CPU41, PushingOutput,379.619005,379.620125,0.00112,0.0
956, CPU41, Overhead,379.620125,379.627805,0.00768,0.0
957, CPU41, Progressing,379.627805,379.628335,0.00053,0.0
958, CPU41, Scheduling,379.628335,379.629205,0.00087,0.0
959, CPU41, Sleeping,379.629205,396.649052,17.019847,0.0
960, CPU40, Overhead,339.168871,339.170291,0.00142,0.0
961, CPU40, Overhead,339.170291,339.171041,0.00075,0.0
962, CPU40, FetchingInput,339.171041,339.173611,0.00257,0.0
963, CPU40, Overhead,339.173611,339.174681,0.00107,0.0
964, CPU40, Overhead,339.174681,339.177871,0.00319,0.0
965, CPU40, Overhead,339.177871,339.187892,0.010021,0.0
966, CPU40, dgemm,339.187892,339.187892,0.0,0.0
967, CPU40, dgemm,339.187892,341.554683,2.366791,0.0
968, CPU40, Overhead,341.554683,341.556203,0.00152,0.0
969, CPU40, PushingOutput,341.556203,341.557513,0.00131,0.0
970, CPU40, Overhead,341.557513,341.561733,0.00422,0.0
971, CPU40, Progressing,341.561733,341.562383,0.00065,0.0
972, CPU40, Scheduling,341.562383,341.564233,0.00185,0.0
973, CPU40, Sleeping,341.564233,376.000526,34.436293,0.0
974, CPU40, Overhead,376.000526,376.001326,0.0008,0.0
975, CPU40, Overhead,376.001326,376.001836,0.00051,0.0
976, CPU40, FetchingInput,376.001836,376.004647,0.002811,0.0
977, CPU40, Overhead,376.004647,376.005377,0.00073,0.0
978, CPU40, Overhead,376.005377,376.006897,0.00152,0.0
979, CPU40, Overhead,376.006897,376.009837,0.00294,0.0
980, CPU40, dsyrk,376.009837,376.009837,0.0,0.0
981, CPU40, dsyrk,376.009837,379.082183,3.072346,0.0
982, CPU40, Overhead,379.082183,379.082983,0.0008,0.0
983, CPU40, PushingOutput,379.082983,379.083893,0.00091,0.0
984, CPU40, Overhead,379.083893,379.094763,0.01087,0.0
985, CPU40, Scheduling,379.088383,379.090173,0.00179,1.0
986, CPU40, Progressing,379.094763,379.096123,0.00136,0.0
987, CPU40, Scheduling,379.096123,379.098033,0.00191,0.0
988, CPU40, Sleeping,379.098033,396.648812,17.550779,0.0
989, CPU39, Overhead,377.429547,377.430267,0.00072,0.0
990, CPU39, Overhead,377.430267,377.430817,0.00055,0.0
991, CPU39, FetchingInput,377.430817,377.436187,0.00537,0.0
992, CPU39, Overhead,377.436187,377.437017,0.00083,0.0
993, CPU39, Overhead,377.437017,377.441667,0.00465,0.0
994, CPU39, Overhead,377.441667,377.449308,0.007641,0.0
995, CPU39, dgemm,377.449308,377.449308,0.0,0.0
996, CPU39, dgemm,377.449308,379.294548,1.84524,0.0
997, CPU39, Overhead,379.294548,379.295748,0.0012,0.0
998, CPU39, PushingOutput,379.295748,379.297208,0.00146,0.0
999, CPU39, Overhead,379.297208,379.301048,0.00384,0.0
1000, CPU39, Progressing,379.301048,379.301988,0.00094,0.0
1001, CPU39, Scheduling,379.301988,379.302978,0.00099,0.0
1002, CPU39, Sleeping,379.302978,396.668293,17.365315,0.0
1003, CPU38, Overhead,342.177156,342.178216,0.00106,0.0
1004, CPU38, Overhead,342.178216,342.178586,0.00037,0.0
1005, CPU38, FetchingInput,342.178586,342.180717,0.002131,0.0
1006, CPU38, Overhead,342.180717,342.181067,0.00035,0.0
1007, CPU38, Overhead,342.181067,342.182437,0.00137,0.0
1008, CPU38, Overhead,342.182437,342.186617,0.00418,0.0
1009, CPU38, dsyrk,342.186617,342.186617,0.0,0.0
1010, CPU38, dsyrk,342.186617,345.628701,3.442084,0.0
1011, CPU38, Overhead,345.628701,345.630571,0.00187,0.0
1012, CPU38, PushingOutput,345.630571,345.631671,0.0011,0.0
1013, CPU38, Overhead,345.631671,345.638231,0.00656,0.0
1014, CPU38, Progressing,345.638231,345.639031,0.0008,0.0
1015, CPU38, Scheduling,345.639031,345.640411,0.00138,0.0
1016, CPU38, Sleeping,345.640411,365.307325,19.666914,0.0
1017, CPU38, Overhead,365.307325,365.307925,0.0006,0.0
1018, CPU38, Overhead,365.307925,365.308655,0.00073,0.0
1019, CPU38, FetchingInput,365.308655,365.310955,0.0023,0.0
1020, CPU38, Overhead,365.310955,365.311486,0.000531,0.0
1021, CPU38, Overhead,365.311486,365.327816,0.01633,0.0
1022, CPU38, Overhead,365.327816,365.330916,0.0031,0.0
1023, CPU38, dtrsm,365.330916,365.330916,0.0,0.0
1024, CPU38, dtrsm,365.330916,368.183688,2.852772,0.0
1025, CPU38, Overhead,368.183688,368.184678,0.00099,0.0
1026, CPU38, PushingOutput,368.184678,368.185718,0.00104,0.0
1027, CPU38, Overhead,368.185718,368.257029,0.071311,0.0
1028, CPU38, Scheduling,368.193868,368.197278,0.00341,1.0
1029, CPU38, Scheduling,368.204408,368.205328,0.00092,1.0
1030, CPU38, Callback,368.211898,368.232769,0.020871,1.0
1031, CPU38, Submitting task,368.217499,368.230339,0.01284,2.0
1032, CPU38, Callback,368.239549,368.250049,0.0105,1.0
1033, CPU38, Submitting task,368.241619,368.248789,0.00717,2.0
1034, CPU38, Progressing,368.257029,368.258149,0.00112,0.0
1035, CPU38, Scheduling,368.258149,368.260149,0.002,0.0
1036, CPU38, Sleeping,368.260149,396.705444,28.445295,0.0
1037, CPU37, Overhead,352.189723,352.190433,0.00071,0.0
1038, CPU37, Overhead,352.190433,352.190753,0.00032,0.0
1039, CPU37, FetchingInput,352.190753,352.193933,0.00318,0.0
1040, CPU37, Overhead,352.193933,352.194493,0.00056,0.0
1041, CPU37, Overhead,352.194493,352.196193,0.0017,0.0
1042, CPU37, Overhead,352.196193,352.202613,0.00642,0.0
1043, CPU37, dgemm,352.202613,352.202613,0.0,0.0
1044, CPU37, dgemm,352.202613,358.378126,6.175513,0.0
1045, CPU37, Overhead,358.378126,358.379196,0.00107,0.0
1046, CPU37, PushingOutput,358.379196,358.380576,0.00138,0.0
1047, CPU37, Overhead,358.380576,358.384146,0.00357,0.0
1048, CPU37, Progressing,358.384146,358.384776,0.00063,0.0
1049, CPU37, Scheduling,358.384776,358.385856,0.00108,0.0
1050, CPU37, Sleeping,358.385856,396.703914,38.318058,0.0
1051, CPU36, Overhead,342.126795,342.127735,0.00094,0.0
1052, CPU36, Overhead,342.127735,342.128735,0.001,0.0
1053, CPU36, FetchingInput,342.128735,342.132925,0.00419,0.0
1054, CPU36, Overhead,342.132925,342.133496,0.000571,0.0
1055, CPU36, Overhead,342.133496,342.136576,0.00308,0.0
1056, CPU36, Overhead,342.136576,342.142926,0.00635,0.0
1057, CPU36, dgemm,342.142926,342.142926,0.0,0.0
1058, CPU36, dgemm,342.142926,347.285717,5.142791,0.0
1059, CPU36, Overhead,347.285717,347.287107,0.00139,0.0
1060, CPU36, PushingOutput,347.287107,347.288207,0.0011,0.0
1061, CPU36, Overhead,347.288207,347.293477,0.00527,0.0
1062, CPU36, Progressing,347.293477,347.294067,0.00059,0.0
1063, CPU36, Scheduling,347.294067,347.295247,0.00118,0.0
1064, CPU36, Sleeping,347.295247,368.205538,20.910291,0.0
1065, CPU36, Overhead,368.205538,368.206128,0.00059,0.0
1066, CPU36, Overhead,368.206128,368.206418,0.00029,0.0
1067, CPU36, FetchingInput,368.206418,368.207348,0.00093,0.0
1068, CPU36, Overhead,368.207348,368.207948,0.0006,0.0
1069, CPU36, Overhead,368.207948,368.209468,0.00152,0.0
1070, CPU36, Overhead,368.209468,368.211968,0.0025,0.0
1071, CPU36, dsyrk,368.211968,368.211968,0.0,0.0
1072, CPU36, dsyrk,368.211968,370.637471,2.425503,0.0
1073, CPU36, Overhead,370.637471,370.638871,0.0014,0.0
1074, CPU36, PushingOutput,370.638871,370.640051,0.00118,0.0
1075, CPU36, Overhead,370.640051,370.655841,0.01579,0.0
1076, CPU36, Scheduling,370.644531,370.646471,0.00194,1.0
1077, CPU36, Progressing,370.655841,370.656661,0.00082,0.0
1078, CPU36, Scheduling,370.656661,370.657611,0.00095,0.0
1079, CPU36, Sleeping,370.657611,396.705574,26.047963,0.0
1080, CPU35, Overhead,338.756142,338.757082,0.00094,0.0
1081, CPU35, Overhead,338.757082,338.757892,0.00081,0.0
1082, CPU35, FetchingInput,338.757892,338.761312,0.00342,0.0
1083, CPU35, Overhead,338.761312,338.762172,0.00086,0.0
1084, CPU35, Overhead,338.762172,338.765923,0.003751,0.0
1085, CPU35, Overhead,338.765923,338.775333,0.00941,0.0
1086, CPU35, dgemm,338.775333,338.775333,0.0,0.0
1087, CPU35, dgemm,338.775333,345.520118,6.744785,0.0
1088, CPU35, Overhead,345.520118,345.522619,0.002501,0.0
1089, CPU35, PushingOutput,345.522619,345.523949,0.00133,0.0
1090, CPU35, Overhead,345.523949,345.530889,0.00694,0.0
1091, CPU35, Progressing,345.530889,345.532199,0.00131,0.0
1092, CPU35, Scheduling,345.532199,345.533759,0.00156,0.0
1093, CPU35, Sleeping,345.533759,353.382498,7.848739,0.0
1094, CPU35, Overhead,353.382498,353.383158,0.00066,0.0
1095, CPU35, Overhead,353.383158,353.384079,0.000921,0.0
1096, CPU35, FetchingInput,353.384079,353.386949,0.00287,0.0
1097, CPU35, Overhead,353.386949,353.387259,0.00031,0.0
1098, CPU35, Overhead,353.387259,353.389879,0.00262,0.0
1099, CPU35, Overhead,353.389879,353.393899,0.00402,0.0
1100, CPU35, dsyrk,353.393899,353.393899,0.0,0.0
1101, CPU35, dsyrk,353.393899,357.142069,3.74817,0.0
1102, CPU35, Overhead,357.142069,357.14347,0.001401,0.0
1103, CPU35, PushingOutput,357.14347,357.14511,0.00164,0.0
1104, CPU35, Overhead,357.14511,357.14929,0.00418,0.0
1105, CPU35, Progressing,357.14929,357.15004,0.00075,0.0
1106, CPU35, Scheduling,357.15004,357.15117,0.00113,0.0
1107, CPU35, Sleeping,357.15117,370.656611,13.505441,0.0
1108, CPU35, Overhead,370.656611,370.656991,0.00038,0.0
1109, CPU35, Overhead,370.656991,370.657281,0.00029,0.0
1110, CPU35, FetchingInput,370.657281,370.657741,0.00046,0.0
1111, CPU35, Overhead,370.657741,370.658051,0.00031,0.0
1112, CPU35, Overhead,370.658051,370.658671,0.00062,0.0
1113, CPU35, Overhead,370.658671,370.661791,0.00312,0.0
1114, CPU35, dpotrf,370.661791,370.661791,0.0,0.0
1115, CPU35, dpotrf,370.661791,371.709724,1.047933,0.0
1116, CPU35, Overhead,371.709724,371.710784,0.00106,0.0
1117, CPU35, PushingOutput,371.710784,371.711454,0.00067,0.0
1118, CPU35, Overhead,371.711454,371.759355,0.047901,0.0
1119, CPU35, Scheduling,371.716814,371.718144,0.00133,1.0
1120, CPU35, Callback,371.724554,371.742055,0.017501,1.0
1121, CPU35, Submitting task,371.728624,371.740335,0.011711,2.0
1122, CPU35, Callback,371.747535,371.755975,0.00844,1.0
